,"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
1610,VIC,3070,13985,8275,13925,858660983,11695,190524692,10770,12044125,295,351239.45,11010,196993964,1070,4092478.83,11735,698409299,2120,9219037,250,3401430,250,4653535,1130,6226039,365,3532352,150,1920771,125,3119057,8885,16621061,1345,1567226,3375,20717745,3365,8876635,13945,897803244,3395,8265974,1925,2091614,4050,1077442,745,1758869,8565,10840332,265,88968,485,796077,405,2193980,6110,3548858,6865,2525769,11665,38202985,190,430365.55,1445,29177624,1640,12224256,30,-56406,2025,51076297,940,4140900,180,3645017,15,597362,235,2157130,600,10250579,920,23886513,1205,25924683,1080,3434818,975,1669673,935,590262,2340,45142912,1805,28315671,795,2152955,2350,19134845,1045,10307878,1325,-14768437,2370,-4460559,975,1358093,260,940677,190,2966112,820,2000712,15,10246,880,567011,6815,2137748,670,283376.44,355,1378637.18,67,1216716,1800,125163820,1865,126318436,1775,79769979,87,-337082,1837,45988148,1915,45610254
1611,VIC,3071,10415,5270,10370,560753973,8690,112953746,7820,7692602,140,172350.47,8170,116964042,730,2625588.36,8815,475281214,1680,6327144,185,2287420,190,2179842,935,5140284,290,2798998,95,1152528,60,1522129,6385,10166819,725,299853,2010,6131482,1995,2626133,10375,583800332,2530,5935363,1250,1324135,3680,952726,550,1147085,6280,6838755,175,68978,345,338437,195,819221,4245,1596112,5150,1440847,8640,22537096,105,203015.32,970,18852981,885,5774079,15,-27226,1165,32466566,435,4707400,135,2265414,10,175451,200,1879662,320,4397683,470,10008677,660,14946963,515,1035510,450,278508,415,223833.36,1575,29202685,1230,17614855,550,1542731,1580,12163426,685,6108990,910,-8225064,1590,-2116074,630,903930,120,301490,75,883454,520,1062017,10,6553,495,299650.86,5665,1802117.9,450,186435.16,265,657637.97,32,169740,1329,66463155,1360,66696623,1270,42449662,42,-307955,1354,22693018,1390,22435232
1612,VIC,3072,17215,7615,17115,828045671,13945,152940777,12255,11061210,245,268400.86,12995,158047983,900,3199773.56,14335,713832250,2870,9448373,290,3334177,330,3425908,1520,8628696,595,6092006,140,1631849,130,2515229,10035,15756896,1050,1101613,2950,14428733,2945,5186499,17135,866722636,4310,10913532,1890,2171696,6960,1895724,800,1633753,10045,10224768,280,124044,590,674394,220,3166403,6535,2073710,8520,2501627,13910,37733520,155,297615.06,1290,25053096,1395,8106002,20,247916,1805,35409043,610,1370544.26,185,3260056,10,45991,240,1824495,450,5039564,620,11442706,915,15276804,680,1592258,585,639665,560,233947.42,2725,46388345,2160,27670762,880,2187825,2730,19419547,1200,10495128,1555,-13384541,2755,-2889413,890,1070032,180,499949,105,1099913,660,1132395,10,4373,785,494932.65,9575,3065128.79,870,373097.47,425,899465.4,53,780023,1729,111246633,1780,111992565,1695,79278547,61,255468,1775,31868448,1830,32083487
1613,VIC,3073,23970,9455,23835,1063833136,19210,183112807,16300,13767237,260,292061,17590,187681445,890,3047481.71,19520,908044191,4280,12985960,355,3845733,440,3993850,1940,11059403,1125,10813563,160,1824757,215,4377131,13495,22763503,1395,487839,3845,11881832,3830,4975437,23845,1109763637,6135,15379873,2260,2571201,11285,3157199,965,1860216,13535,12648157,365,114500,860,722377,225,614441,8600,2110258,12255,2760054,19075,45227697,225,478563.74,1395,26617707,1710,9605379,30,-103871,2420,51095039,750,2106377.41,270,4158630,15,81885,235,1654931,560,9314908,755,20759929,1130,17370769,755,903722,645,254828,575,67586.16,3510,58342746,2670,32470361,1230,3278197,3530,23798409,1615,14816351,1950,-16020572,3560,-1204221,1150,1547026,220,511049,145,1540830,875,1644994,25,16052.06,965,525278.36,13975,4487816,1480,641868.23,560,1614177.48,44,1191199,2293,112527248,2335,113655880,2195,74025856,52,265514,2350,38287744,2400,38553258
1614,VIC,3074,9250,2325,9200,377580706,7390,59419788,6175,4784005.47,125,140400.34,6730,60625654,250,860307.01,7475,323705076,1685,5082643,135,1718584,170,1648209,935,4949679,480,4867311,45,445799,40,767820,4595,7450962,405,131402,1070,2943112,1070,1260279,9205,394273082,2330,5768175,675,915082,5110,1509153,260,478294,5220,4702175,115,34668,250,114456,45,130140,3400,684752,5175,1067483,7370,16365967,45,85134.68,335,6193779,525,2765656,15,-36269,785,16359628,225,806829.21,125,2419470,0,46359,70,413250,140,1914752,195,4023395,360,5927807,230,292190,190,110233,165,10836.06,1435,21448797,1115,12328267,510,1260662,1440,9041249,670,5140675,780,-6322056,1450,-1181381,405,669895,75,221636,40,524359,280,386963,10,11424,305,168742.58,5855,1923437.52,715,317840.83,205,551542,11,293645,865,52504253,875,52717348,785,36397136,13,-60574,877,16232437,890,16171863
1615,VIC,3075,9230,2355,9170,372335900,7320,57855400,6135,4699154.55,95,105784.03,6635,58987597,275,914474.52,7465,324651400,1605,4470137,155,1887538,180,1919258,960,5306175,485,4620508,45,325103,50,740431,4460,6411061,390,108579,1095,2410927,1095,1031571,9175,389162500,2440,6177727,700,824150,4980,1548055,310,578623,5225,4805044,130,39745,265,143364,55,172995,3395,622466,5135,1001116,7330,16695020,50,67249,355,6415599,505,2450280,0,-56206,740,12548611,180,175072.12,115,2122037,0,31928,90,641461,175,2119379,220,4438575,290,5419530,190,352938,150,49289,125,25455.69,1355,20137394,1015,11439733,485,1179839,1365,8378624,580,4638953,790,-5499755,1370,-860802,395,531004,65,258275,25,331708,295,406673,0,1246,345,181103.39,5740,1877162.29,670,289967,220,555831.12,14,296693,926,50524184,940,50746650,865,34870041,18,20674,938,15605791,950,15626448
1616,VIC,3076,15465,4960,15365,681561773,12665,113965963,11115,9039183,150,161382.53,11770,117494056,455,1481747.88,13250,619471552,3255,9577664,245,2912417,350,2748493,1240,6254873,505,4597527,70,618112,75,1762251,7325,7725801,610,275212,1800,5193277,1800,2224534,15370,715339925,4900,12813992,1540,2035094,9170,2785107,650,1017092,9775,9557596,280,115079,355,202099,95,287896,6550,1396392,8805,1710400,12840,33567043,85,164393.04,900,15698571,1095,5294807,25,-373790,1085,23267710,260,499752.69,180,3254456,0,140755,105,747897,230,2905118,300,6227817,465,6064872,260,525032,230,203745,205,24260.92,1870,24241045,1635,18009702,860,2351510,1885,10950455,530,3528721,1375,-10595873,1905,-7067152,685,986873,95,357847,50,473901,685,1135673,15,9360,645,349808,9650,3057518.69,970,421509.7,430,866152.3,21,599998,1291,72387951,1310,72798614,1220,48435290,26,49078,1304,23856251,1325,23818909
1617,VIC,3078,6585,4155,6550,439977781,5480,104663171,5030,6205109,135,152833.06,5190,108114031,405,1510443.91,5400,332400948,1045,5321616,120,1784736,125,2640773,410,2198466,175,1624928,105,1359642,65,1777882,4365,9749575,700,840714,1890,12823027,1885,5491746,6560,460930765,1655,4113100,815,1036512,1940,518554,315,774683,3860,4695199,125,40509,260,512096,235,1341367,2835,1619210,3295,1421185,5500,19646326,125,290695.75,690,13610541,865,6672308,30,-1006769,1150,40935092,530,3106746.05,90,1806575,0,456850,110,1081666,395,6736195,560,15538327,655,14038457,570,1838645,520,1077551,495,252302.37,1205,22672842,935,13067844,455,1265935,1210,10142081,550,4948809,665,-6751827,1215,-1803018,495,420161,125,477381,125,2238708,420,1308399,15,11937.28,435,284252.06,3090,967922.06,410,171956.41,180,683408.02,27,700305,822,72080961,850,73309103,810,43508254,38,-472213,839,29487656,875,29080963
1618,VIC,3079,9800,7075,9730,734917846,8000,191690938,7175,10374060,135,149108.16,7435,196886130,490,1932113.06,7340,495903247,1455,9141270,165,3773797,150,5771487,465,2505238,380,3621562,150,2036421,160,5068004,6635,18742196,1455,1640858,3515,37691471,3510,16148443,9765,770477546,2260,7181868,1035,1132505,2280,556562,390,875083,5120,6329253,200,108896,520,2023284,495,3135324,3965,2628155,4640,2447236,7920,34043772,210,616017.01,965,18491349,1310,12433965,35,-189476,2385,90557912,1010,8723283,100,2377400,25,1250225,130,1108443,765,14583475,1120,33505954,1345,31076673,1030,3588698,920,1189056,815,421813.11,1970,42171340,1460,26008855,740,2364409,1965,19148636,855,9722242,1130,-15072802,1985,-5350560,830,1727406,175,350610,260,4934144,705,2544902,0,1267,670,422369.35,4050,1262870,770,318539.61,255,1646670.39,52,1490354,935,136201829,975,137601765,940,92514518,78,-1672511,954,45202020,1020,43488199
1619,VIC,3081,6425,2495,6395,289724190,5145,51058404,4395,3763299.22,75,83137.94,4715,52038087,295,1093212.32,5315,249251337,1165,3157719,100,1245439,125,1259859,700,4328979,320,3191831,45,564015,75,1512269,3510,4646299,370,174483,980,3830587,975,1641636,6400,302676135,1650,3896784,670,718652,2915,803966,320,708857,3680,3711032,95,35638,375,159843,70,241645,2370,679079,3155,770455,5175,12763362,70,155240,570,10854274,480,2901643,10,-50210,510,9609908,210,514115.59,70,1010364,0,58539,100,586505,150,968423,230,2711551,310,4426053,250,472010,220,186949,195,52670.96,690,11168590,560,7401431,250,618173,695,4695998,270,2274043,435,-3821055,700,-1547012,285,476386,70,57181,30,496000,265,533569,10,7491,260,186743.16,3705,1190195.25,390,167672.38,145,618070.87,24,155674,759,63139706,780,62775097,755,48652697,26,-117537,787,14102972,810,13855735
1620,VIC,3082,17275,7340,17190,787163933,14070,137048587,12590,10595102,165,186988.71,13065,140732727,555,1839621.73,14855,710369155,3520,10399376,310,4002539,350,4333126,1310,6922847,570,5115639,180,1640521,105,2153242,9390,12108281,1035,327106,2940,7393129,2940,3163051,17195,825177787,5355,13694644,1525,2062132,9570,2752508,680,1076860,10815,10600702,335,127068,545,435047,180,496282,7265,1564573,9405,1968275,14495,37478896,200,291145.23,1100,19083789,1660,10008028,20,-65992,1610,31459521,465,1243206.45,145,2537324,10,66023,125,1033512,320,3955971,445,8272113,835,11319500,490,1254138,405,236307,365,133591.37,2880,41195759,2480,29283156,1395,3847185,2890,18435586,965,6124606,1945,-16492575,2910,-10367969,710,1046778,140,522275,90,993786,695,1613136,15,11226,895,482647.7,10220,3237603.64,1290,554646.96,470,1501425.81,26,774081,1181,66266827,1205,66900913,1170,44827357,39,-126995,1200,21546923,1235,21365949
1621,VIC,3083,15875,7495,15795,723343916,12370,131308165,10670,9519046,195,229671.77,11310,134745314,490,1710387.08,12905,616174044,2835,9711392,245,3445957,260,3652255,1040,5707556,825,7574673,145,1500381,160,3965885,9290,15056206,1285,685773,3290,10318362,3280,4419845,15805,756356430,4180,11039916,1435,1771486,7220,1947393,605,1233977,9025,8963668,300,137383,540,542744,215,1167478,6030,1440408,7790,1782995,12540,32690450,190,415703.3,1060,18992624,1430,9930481,20,108693,1775,39883165,590,1715885.32,125,2557136,0,97358,140,1314787,485,6147989,665,13020903,950,12575709,635,1229583,570,230330,500,91333.52,2755,40968052,2210,27728916,1115,2977159,2750,17365874,1035,7603475,1740,-14714867,2775,-7111392,660,758887,170,346407,105,1354822,650,1230919,15,8955,740,437562.76,8690,2760784.74,1110,472051.7,370,1084075.71,44,635732,1283,81912386,1320,82522268,1255,56490366,59,84661,1304,25373890,1360,25457815
1622,VIC,3084,15255,10695,15165,928314571,12260,212274917,10870,12831507,195,245779.69,11265,217850408,620,2315238.48,11505,697035257,2355,11050755,255,4696360,230,5433118,735,3701347,785,7310639,260,3722304,325,9596420,10240,27570785,2225,2422801,5250,38124491,5235,16318196,15195,974768071,3745,10067147,1610,1987220,4525,1121964,645,1422358,8280,9707831,320,96201,805,2349899,635,4024605,6245,4225308,7335,3158168,12385,45440159,400,1151393.31,1470,27794375,2030,18085872,50,-461710,3030,80966226,1390,7685158,150,2802048,20,699548,170,1721273,950,16451097,1450,45051272,1780,35471398,1500,3392212,1365,1896494,1225,371832.88,2800,52440405,2100,32057983,1100,2935740,2805,22820390,1175,12104401,1655,-17478109,2825,-5373708,1030,1702896,250,837340,280,4866115,895,2249448,15,8618,1065,659261,6840,2147656.15,1100,458541.94,335,1502662.19,81,2024121,1306,117738744,1380,119778840,1325,80215945,113,-2115802,1331,41359877,1435,39249720
1623,VIC,3085,7860,4935,7825,437654266,6425,91273192,5570,5790313,90,99028.42,5935,93163081,350,1246922.68,6365,372531482,1635,5162236,145,2547129,150,2793364,405,1933062,415,3940472,120,1226705,195,4958553,4920,9382406,815,363918,2120,8295343,2115,3553946,7835,457485247,2265,6076084,850,901600,3140,829879,345,666298,4695,5087673,200,77294,300,423514,210,825775,3320,1251764,3935,1142364,6530,19596015,190,441110.87,710,12868107,980,7252361,20,-30164,1055,21257285,515,2181068.1,65,1502565,10,138945,75,493060,340,4115464,535,9726155,750,13150446,580,1021508,510,302046,470,73861,1200,18926233,990,13316900,545,1369880,1210,8880118,410,2907197,805,-7555534,1215,-4648337,410,965487,95,324796,75,1203029,410,951086,45,28509.29,495,297928.75,3885,1192548,535,222545.23,240,1184134.2,19,328561,598,38169582,615,38519143,605,26272039,29,-58916,604,11975500,635,11937584
1624,VIC,3087,4960,2895,4940,249935827,4125,47283027,3680,3401431.38,50,42520.7,3810,48509448,210,737044.57,4110,218148559,980,2905251,85,845145,90,979287,285,1390915,250,2343482,60,506312,105,2752552,3065,5422909,525,254158,1300,5262974,1295,2252302,4945,260954523,1470,3598783,530,595163,2260,575850,215,393680,3025,3046580,85,34562,140,208240,95,319457,2170,621269,2505,541045,4175,10863454,100,213368.9,465,8303150,585,4341766,15,-153863,595,7851255,245,479643.25,35,697491,0,122009,55,332207,190,2447579,275,5233939,390,5691377,275,292968,250,135944,225,26880.31,660,9662005,565,6471916,275,689062,660,4199621,230,1748848,435,-3447442,665,-1698594,190,252077,45,152720,40,551622,235,362803,0,2288,310,185242.36,2695,834972.61,405,174385.09,115,387602.09,12,145118,347,17776961,360,17922079,345,11850103,15,-132638,354,5996082,370,5863444
1625,VIC,3088,16370,10495,16295,847067984,13435,166047265,12020,11618655,180,206490.44,12355,169687209,635,2139204,13230,721699498,3080,11521032,305,4919858,305,5255021,865,4334668,830,7363697,270,3114655,320,8331962,10190,16959535,1745,840763,4465,15961461,4450,6835612,16310,885293343,4795,13009600,1795,1946351,6875,1732004,655,1042508,9825,9927341,325,121018,595,686302,355,925598,6820,2098504,7990,2238327,13545,37850299,390,897458.31,1415,24789288,2040,15485366,45,-99214,2375,40923860,965,2080215.91,130,2671533,20,141118,165,1003142,700,6606030,1015,15276399,1415,20965458,1030,2148519,930,718333,855,425717,2390,36440172,2005,25590406,1000,2865656,2405,16627955,825,5822092,1605,-14465937,2430,-8643845,750,1340617,225,1015845,145,2028096,820,1921444,25,17694,1185,681711.74,8500,2660341,1370,568965,425,1772279.49,35,499056,1307,70588345,1335,70785916,1300,44908037,49,-31363,1333,25451618,1375,25422670
1626,VIC,3089,7285,4725,7240,408017064,6015,84904195,5525,5679885,55,68376.75,5645,87215331,215,723014.19,6055,337755099,1535,6863442,140,1788063,140,2106919,335,1603150,245,2143216,105,1454016,80,2584573,4380,6410340,700,208621,1770,8926998,1765,3820270,7245,427916916,2280,7198498,815,1079669,3375,870886,310,443297,4445,4816843,175,70977,200,309815,135,545202,2920,762174,3595,1094025,6095,19584381,130,350355.79,650,11233755,935,7200780,25,-102209,1140,32547877,430,1953258.16,65,868950,0,96987,65,661014,300,5537947,415,13240718,525,8754963,400,1201088,355,306266,340,158647.71,1080,16184102,950,12427517,465,1451123,1085,8101640,295,1998643,800,-7794821,1095,-5796178,450,665129,80,231929,95,1416787,435,953593,15,10991,525,315222,3705,1177805.33,540,230431.9,215,823943.98,21,529663,574,40427501,595,40919074,575,27150899,31,71934,584,13378929,615,13450863
1627,VIC,3090,1405,1065,1400,102546826,1160,26177580,1075,1461836.92,10,13172.85,1105,26978943,50,208564.98,1080,68989859,265,1729411,20,651235,20,1115493,45,211923,30,230034,20,316357,15,353460,865,2252575,175,155726,445,4861181,440,2083752,1405,107445116,345,1416103,140,175017,525,132396,45,93697,770,873029,40,16726,50,230242,55,287686,505,180516,690,255656,1160,4778853,20,61041.27,130,2329469,175,1704565,10,-128715,375,17905778,115,1539525.95,0,225436,0,47480,10,76198,75,2762899,100,8033671,135,2368574,85,81540,75,42506,70,8002.4,315,5962668,235,3990117,135,482437,310,2648177,130,1262289,190,-2420352,320,-1158063,135,193691,30,12945,40,814586,80,263401,0,2700,95,58517.88,655,209815.49,110,47403.48,35,241369.06,7,196215,108,10634917,115,10831132,120,7674557,11,-235893,109,3333248,120,3097355
1628,VIC,3091,1035,740,1025,72323923,845,18503928,755,1019441.8,0,7665.78,780,18982483,10,24686.78,750,40244534,170,900757,15,435472,25,1235641,40,201230,30,225484,20,239876,10,117537,675,2273047,140,48038,340,9031641,340,3870810,1030,75281279,240,820996,70,122868,385,97952,30,53474,515,504120,20,6881,30,133078,20,113575,305,102594,445,182362,805,2833552,20,34696.96,65,1198888,135,1546206,10,-59444,310,12732302,100,977485.96,0,33055,0,151190,15,83414,55,2125424,70,4843317,105,1564666,60,125130,60,66596,60,17816.13,225,4434396,165,2824409,90,355643,220,1738582,90,1106062,130,-1590300,225,-484238,90,176450,10,23676,30,532706,55,142818,0,1173,55,32749.3,520,167386,100,40360.94,25,199647.01,9,188775,76,7489702,85,7678477,85,5981875,12,-353203,80,1795043,90,1441840
1629,VIC,3093,2435,1820,2425,172159093,2000,43887435,1785,2438172,20,20849,1845,45010827,100,349796.79,1820,117153233,405,2282096,40,746155,30,632144,100,489361,140,1199004,50,888975,60,1978926,1570,3658529,315,268935,810,8249512,810,3535386,2430,181696230,640,2014893,245,396372,755,198851,95,164110,1285,1562884,40,6565,110,467498,80,369269,935,746696,1140,759305,1970,9071504,75,245434.3,225,4155780,335,3251980,10,-352215,595,28580694,245,3099966.99,15,461910,0,62299,25,233610,135,4446573,220,9778611,310,7130240,200,292881,180,185857,165,107694.7,455,9295908,350,5534852,190,557017,455,4360699,190,2208430,275,-3365090,460,-1156660,210,185861,45,525933,60,1252659,125,1016902,0,338,175,104475.62,1090,338368.3,215,91459.39,60,244747.48,11,1566039,179,14422404,190,16138363,185,12481684,13,-944160,184,4414824,195,3447401
1630,VIC,3094,5375,3515,5355,285652965,4415,57102432,4005,3941221.89,45,62349.4,4095,58479712,235,826126.69,4295,235060313,1005,3928526,115,1431070,115,1502089,300,1522700,275,2439320,115,1426034,105,3154474,3325,5573151,570,267371,1475,5468395,1470,2340102,5360,298591033,1560,4007390,585,651896,2050,523678,205,380512,3180,3280483,100,35402,190,356455,110,411340,2350,816533,2670,820318,4470,12750455,160,404853.41,500,8950412,690,5344169,10,-178039,760,18681391,320,1138296.96,40,834656,0,45272,60,532152,225,4383129,335,9866129,530,7629015,335,906766,305,157263,290,135930,690,10364592,575,7195654,265,743176,685,4890791,220,1458013,475,-3923042,695,-2465029,285,257455,70,130558,65,918496,250,524737,0,3210,385,228413.75,2745,860338.64,465,201343.52,175,420698.25,11,211711,501,29544122,510,29750943,505,19377094,18,-154508,519,10140422,535,10009052
1631,VIC,3095,18225,13170,18115,1100827272,14780,247577246,13425,15369993,210,267829.49,13720,253075973,610,2149596.29,14570,856461254,3285,16293166,335,6710001,325,7679906,795,3863285,655,5530600,415,5704672,285,8675015,11830,21781498,2240,1122845,5625,30768315,5605,13179989,18145,1152118818,5230,15603046,1875,2164485,6485,1575726,700,1328515,10585,11728847,415,135721,685,1864256,535,1989037,7265,2856301,8670,2838552,15015,49923418,495,1294781.79,1595,29183767,2700,24212998,70,216496,3405,109579758,1405,9691339,140,3470767,30,401081,200,2098035,905,15568910,1415,37261115,2010,33193320,1380,4855044,1260,2016795,1135,759878.31,2935,47439413,2405,33206414,1325,3640536,2935,22566405,1020,7733426,1940,-19707368,2965,-11973942,1175,1829497,280,895276,295,4751428,1130,2984432,25,13560,1335,794682.86,8535,2696238.17,1565,651800,500,2838502.87,68,925545,1607,122001696,1665,122846421,1620,82970278,90,-669799,1651,38819310,1730,38086478
1632,VIC,3096,1185,775,1180,65661366,960,13856170,855,905041.53,15,17560,875,14037409,30,107848.57,950,50448059,230,1131878,20,622087,30,568605,60,273856,65,522821,20,244798,20,527224,705,1297838,100,48745,315,3451060,315,1478958,1180,68762332,325,1033052,135,160700,520,132877,50,118962,680,728874,20,9688,45,70368,30,86944,445,137673,565,148924,970,3056160,25,68988,85,1344604,150,1132461,0,-15841,190,5646634,75,415777.16,10,192895,0,0,10,38907,45,252272,70,1085998,95,1573036,75,122418,60,63165,55,163070.07,150,2097167,120,1590111,65,177901,145,1160001,50,304626,100,-1135472,150,-830846,70,64573,10,50670,15,212666,65,108444,0,3022,80,53943.81,590,190302.63,110,45554.38,40,157378.38,3,46271,114,6068267,115,6114538,115,3729902,5,-223810,117,2409107,120,2185297
1633,VIC,3097,945,650,940,65848136,740,16741176,670,927053.29,10,20983.84,690,17288229,25,90861.48,655,40457344,155,1229228,10,130283,15,590124,25,141890,30,278160,15,303389,0,157305,625,1515419,125,86202,305,5296433,305,2268911,945,68934320,195,783802,85,191719,260,70124,20,36535,445,522491,15,4282,40,99234,35,158856,295,228523,420,227131,730,3032738,15,47074.97,75,1408772,110,1283021,20,-267453,245,10428438,85,1263877,0,177411,0,231374,10,75512,55,2473147,80,5282235,115,3231835,75,267601,65,72706,55,12580.4,160,2553142,110,1531131,40,88688,155,1106437,80,636040,75,-809154,160,-173114,105,175757,20,160354,25,387790,60,232074,0,1173,60,36387.6,395,132256.54,90,37772.07,20,81753.89,12,240389,93,7201206,105,7441595,100,4712376,13,-306860,97,2916680,110,2609820
