,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
1635,VIC,3021,25615,25346,1043663111,20248,165289190.9,15475,16389627.18,264,363325.86,15473,16750832.8,18214,173384991.19,895,3193866.33,20990,924786478,20062,192020299.11,4460,11691630,323,3785722,387,3000810,3271,21533211,1209,14016579,120,934140,108,2689246,11718,8188508,807,362288,2116,5619328,2109,2355204,25353,1092553505,6634,15549294,1953,2375436,14458,5016096,661,1291124,14550,15896204,17174,40128154,296,139615,342,193263,133,220829,9182,2574284,13004,2552786,18801,48288457,619,14165773,285,5053207,1382,9006938,7,-35555,1122,21299029,318,370525.54,340,5600688,8,107501,168,1713747,498,11492474,383,3125671.29,581,24541280,537,14705248,346,1164387,249,179146,246,308005.05,2687,44729923,2242,25890450,1128,3474304,2704,22031095,1050,7830579,1671,-14496505,2724,-6665926,200,1856300,72,273705,56,873781,796,1600020,61,2347953,2937,155773140,2997,158121093,2803,106035190,65,350663,2947,50752093,3011,51102756,1636,5279974.83,156,278005.79,1209,318328.14,15657,5054222.66,5419,4729,2440472,543,143865.68,635,159856.38
1636,VIC,3022,1913,1901,88864078,1573,15609762.74,1262,1488592.23,27,38959.28,1261,1527504.31,1430,16504655.07,107,426571.79,1582,79739818,1533,17968820.6,392,1002381,30,393279,54,338877,206,1361490,90,987640,12,187283,17,363913,933,755522,63,30057,214,854922,214,358787,1901,93013921,582,1401477,152,226536,1049,335210,68,193644,1138,1301974,1328,3458841,14,7836,46,31296,12,20568,783,175879,1040,251646,1490,4140815,53,1269114,27,366560,131,987984,5,-3154,108,1533118,40,35315.02,35,482392,2,87781,18,204060,57,892998,49,225667.62,70,2225091,65,1191439,39,56025,30,12311,31,1614.08,292,4973166,251,2999171,128,440756,298,2494650,122,795233,175,-1756644,298,-961411,18,235014,8,11487,4,45800,62,147881,3,3012,217,11545848,220,11548860,207,7882584,3,2162,217,3619030,220,3621192,120,456810.58,17,36619.85,96,29641.66,1113,342789.96,582,519,282948,55,15538.83,100,28792.88
1637,VIC,3023,33632,33326,1717988111,27850,327158883.13,23810,30410671.24,542,698513.13,23808,31100614.64,25950,348467554.63,1426,5057175.9,28197,1543964911,27345,360489634.25,6954,26479688,490,6432902,648,6961810,2872,17384962,1073,11979232,174,1736700,137,3140757,15669,9782379,1085,493126,3461,12278318,3448,5103752,33342,1799271719,11049,27824581,3566,4415424,18724,6275419,1200,2269501,21232,25039490,24087,65824415,579,279836,477,416427,205,385228,13640,4021628,17787,3949501,26235,80427365,1324,31197703,674,10733936,2585,16288798,17,115724,2411,65324818,612,1318161.1,375,6679467,10,59211,343,2764115,856,16406235,736,4145991.41,1015,34545521,1021,21538597,558,2286196,403,902524,399,231692.13,5285,79365288,4805,52745189,3015,9919441,5345,40887200,1377,8569602,3985,-32756143,5365,-24186541,325,5823194,105,748584,114,1853530,1703,3654751,70,1551637,3421,240200452,3491,241752089,3317,172965402,76,433598,3448,67576129,3523,68009727,1951,10840622.42,196,385311,1823,684443.13,18276,5612565.7,12016,10721,5906177,1047,273013.55,2133,669231.59
1638,VIC,3024,13276,13112,668993314,11184,123831040.13,9587,11805711.35,184,186840.04,9585,11991729.05,10438,131597647.61,423,1410798.15,11560,628734564,11330,144938973.15,2898,8446103,212,2533729,281,2411390,1166,6717860,492,5433405,82,708760,120,3090373,6420,2446919,297,65526,1047,1991620,1042,838680,13114,702064978,4835,11673258,1618,2348840,7914,2596621,571,1076298,8745,10468722,9895,28163739,210,98017,181,104903,57,89441,5437,1520118,6708,1404647,10625,32828239,390,9203743,263,4344748,939,4827682,30,209458,572,10667036,230,470141.69,215,4034528,8,245565,166,1311892,232,3251369,194,816103.73,257,6526510,277,4231834,175,859025,127,183950,117,78223.37,1162,14460896,1107,10223824,651,1791231,1184,7925919,245,1196970,943,-6677048,1192,-5480078,129,1002187,26,144752,32,392684,597,1044666,40,946419,1230,51231123,1267,52177542,1215,31973451,46,92934,1248,18943413,1288,19036347,709,2713764.09,125,262558.18,565,167930.03,7398,2242300.38,4493,3963,2124453,457,108726.05,603,169688.17
1639,VIC,3025,6140,6086,340236161,5127,68871824.46,4375,6104664.4,117,149302.1,4374,6253543.23,4741,73230006.54,335,1304237.89,4886,289746681,4765,71776364.02,1109,5166471,93,1021122,117,1358647,480,3092271,262,2989360,38,557553,52,1057761,3298,4170516,317,148585,933,4587754,932,1896986,6089,355556434,1866,5211707,705,854351,2786,884768,194,475864,3553,4562537,4061,11989227,101,75138,128,143497,62,331732,2331,725394,3055,925262,4674,15124523,192,4503266,128,2062934,503,3542734,18,-20614,682,16292048,207,546383.21,73,1557647,2,6926,61,716046,253,4634282,198,1281004.92,299,9144137,276,4659500,200,508097,166,279465,153,35082.6,1020,20344484,815,9848392,429,1559313,1027,9168124,436,4388020,598,-4619365,1034,-231345,90,411462,31,271677,24,440976,219,468530,19,179581,658,62325752,677,62505333,639,48512462,19,68844,662,13541581,681,13610425,393,2282911.08,51,124226.84,362,151963.74,3035,933860.23,2967,2619,1608951,322,80654.35,648,218549.14
1640,VIC,3026,178,177,14876700,161,3934064.87,139,268719.66,5,5874.29,139,274593.95,155,4188603.2,9,29856.9,141,10114770,138,2820683,27,109464,2,31557,8,263814,14,113949,5,68292,0,0,0,0,89,66499,7,1192,23,977786,23,415923,177,15409907,40,133879,15,73723,78,25009,4,8716,109,125522,121,366849,4,10244,2,13623,2,5579,56,11826,90,43111,139,533207,6,142855,6,215408,17,222287,3,-890433,40,3394741,6,182928.02,7,143714,0,0,0,0,14,582522,13,173483.95,16,1548608,5,478290,3,453,3,453,2,25.16,25,539801,21,358870,11,61343,25,333152,4,27749,21,-241313,25,-213564,5,13042,4,47689,2,70000,6,11975,0,0,9,530973,9,530973,9,394986,0,0,9,135987,9,135987,8,25233.18,0,0,11,3584.95,84,27481.57,70,60,44025,4,880.89,28,15370.13
1641,VIC,3027,4577,4504,259010702,3796,53772428.68,3203,4621615.28,69,87953.98,3204,4709562.66,3606,57468954.04,158,669243.63,3846,237698866,3751,59099689,795,4303156,60,761532,80,620578,204,1108718,58,664138,11,122574,8,211551,2277,1289150,139,122904,552,1740296,550,727316,4514,270136956,1411,3486826,568,750484,2014,630667,231,491362,2844,3477321,3173,8836660,88,49626,64,105428,41,77069,1514,497130,2019,479730,3473,10982215,143,3563859,99,1725956,300,1930563,7,-527,275,7735714,67,273899.91,71,2134044,3,17480,43,454325,140,2050158,126,531887.08,166,4107974,150,2927573,81,628398,64,54188,66,101228.55,929,15223448,868,10593902,601,2373258,942,7940816,173,1067412,776,-6751940,950,-5684528,61,513297,15,70233,19,419222,268,506661,11,297691,552,49183578,563,49481269,527,36631446,16,117630,559,12482607,575,12600237,354,2655875.77,10,27121,250,91811.64,2198,680727.1,2175,1934,1023169,220,42622.74,530,170623.59
1642,VIC,3028,16446,16294,834494728,13732,157025788.37,11689,14682622.68,286,360590.16,11684,15036561.7,12778,166594919.71,649,2303469.23,13981,756321127,13669,176301289.02,3363,10308154,256,3131658,324,3662699,1337,8405185,556,6157924,147,1633039,156,3929656,8800,5936167,779,241440,2163,5842395,2155,2447060,16300,871614575,5379,12557855,1792,2109022,9067,2811286,593,1094182,10316,11714530,11864,30286875,282,138180,327,286019,147,229523,6739,1653720,8447,1989380,13135,36887065,503,11909454,298,4536877,1581,11613235,24,357573,1061,18164179,433,686373.23,260,5800843,7,25672,154,1709907,497,10167045,412,3145581.56,605,21116009,571,9336905,420,1589157,351,411515,341,198507.45,2133,33551570,1805,18798501,1111,3335320,2156,16837172,782,5098586,1391,-10518009,2173,-5419423,169,1137513,59,540411,63,1027583,644,1253088,45,1138711,1485,83572684,1528,84707977,1450,58225042,46,445826,1504,25084514,1548,25530340,896,3432891.87,183,380984.04,780,234495.78,9070,2777150.32,6615,5779,3405223,643,186256.89,1043,321677.61
1643,VIC,3029,54200,53555,2654670135,44401,490418472.81,37332,46010849.76,720,872179.47,37322,46854828.56,41565,521293888.9,1666,6003685.12,45715,2429275288,44545,556315901.64,11424,36721058,697,7812398,976,8121422,3793,22419083,1522,15789195,331,3521309,417,11750037,26145,13076030,1711,886324,5301,12321284,5284,5167991,53587,2781462828,18010,43035944,5665,6713470,30750,10340130,2286,4305633,33472,39132364,38475,103527541,821,350353,753,488844,330,434191,19711,6327846,27333,5623012,41876,125282075,1711,39936194,1032,16828959,3794,25279604,43,482212,2959,66827587,985,3108837.39,992,18003485,36,291580,595,4926428,1348,24987115,1084,6988072.87,1595,62189357,1384,20590254,927,3894554,741,797409,684,632729.82,6176,88821950,5758,60313711,3699,11406174,6306,48427024,1368,8924004,4987,-40248963,6356,-31324959,517,4514650,194,1577080,179,3066929,2531,5348433,159,3398462,6614,372824266,6766,376154791,6311,271375829,171,778651,6646,107332836,6810,108111487,3748,15960072.35,478,1084885.84,2888,821533.17,30266,9354233.52,18015,15645,8507046,1787,429043.22,2674,801942.81
1644,VIC,3030,59072,58380,3286886174,49108,672883835.68,42351,58791239.39,988,1183650.93,42331,59929519.3,45931,714507694.63,2184,8247186.93,49234,2936410481,47977,721668076.69,11871,47972369,855,10911360,1129,12456021,4059,25036327,1753,18820151,413,4790357,506,13570194,30565,22633205,2422,1273076,7496,28821345,7468,11937114,58413,3441783614,19652,51653446,6909,8591305,30125,9686764,2569,5234241,36720,45502433,41585,120668189,1153,542398,1124,2094079,543,962965,22177,6963864,28782,7090242,46030,152555321,1844,43399898,1402,21084681,5081,38185113,240,12390090,4791,140518036,1500,7841254.63,878,19088912,32,362173,626,5549402,1817,35202039,1504,10032269.26,2243,72809568,2257,45338204,1546,10937723,1154,3071432,1123,1445251.89,9138,151473501,8254,95958501,5393,18613838,9269,78563437,2319,17843592,7003,-59505867,9337,-41662275,612,4900180,234,1231897,359,7466312,3000,6607067,180,7627937,5281,326685466,5453,334322206,5192,229300037,203,2335247,5370,99813835,5556,102149082,3104,17229602.35,534,1243299.05,3130,1210856.32,29713,9114528.07,27464,23990,14148208,2606,693705.04,5523,1957509.36
1645,VIC,3031,11197,11116,732432500,9495,166118334.72,8390,13536910.28,265,311952.4,8382,13831377.4,9018,176698578.59,1239,5495425.71,9686,642653128,9455,172631562.06,1778,5822404,151,2208865,207,3019979,982,6051429,243,2913501,82,1301173,62,1766604,6780,5496434,938,482146,2278,9273367,2273,3899144,11129,762384035,2638,6087835,1752,2054887,3778,1104973,684,2018398,6629,9160185,7573,20426278,244,124450,236,426210,251,669287,4199,2225990,4575,1536969,8665,29313250,714,18271548,327,6110415,1248,11022603,20,121623,1195,32885928,605,1805723.04,194,3400540,8,77647,174,1758359,626,9660277,550,2911150.17,840,24307511,680,13078581,646,4187660,583,1326472,552,612236.75,1738,34667830,1505,20480724,855,3100861,1742,16948274,639,4408292,1111,-10297912,1752,-5889620,153,828552,99,305269,109,2304030,671,1567934,46,864420,1208,68031885,1249,68893805,1163,41528614,52,363319,1240,25942248,1286,26305567,745,5999688.69,96,272478.68,622,251966.72,4901,1497496.81,6494,5472,3089251,672,184896.02,2033,795633.14
1646,VIC,3032,18815,18673,1223015363,15676,283317481.52,13602,22299582.7,347,469890.12,13598,22754966.52,14726,294127893.31,1348,5732930.46,15746,1011314891,15295,267373911.79,3229,13301843,286,4023971,342,5620228,1408,8724240,481,5522089,150,2439516,161,5063853,11240,11759896,1575,1208235,3868,24764992,3854,10368795,18698,1278899047,5287,13943424,2574,2984518,7238,2192622,922,2555749,11133,15192514,12631,36868827,356,185250,429,1024823,419,1820462,7163,3850823,8234,2834942,14503,55106978,946,22764196,574,9700641,2051,19928804,41,-611360,2211,72054294,957,5996752.78,276,5269014,12,98271,237,2141777,980,28340379,854,8858141.38,1276,61250200,1183,32706533,958,10604757,824,2963355,807,7797231.04,3386,71349856,2852,40178464,1696,6436383,3390,33668071,1319,11312252,2100,-20245314,3420,-8933062,283,1267742,140,834002,242,5341965,1080,3139236,44,745663,1711,134967397,1748,135670549,1629,89752192,56,22235,1745,44662810,1792,44685045,1058,11014612.22,192,601410.22,1050,440134.65,8723,2675615.76,10974,9238,5638875,1000,260999.1,3125,1289890.55
1647,VIC,3033,8294,8240,485896501,6865,104187425.46,5961,8835487.63,99,115266.15,5961,8950753.78,6317,110029144.71,393,1658927.51,6491,392281733,6302,98517216.06,1521,6566948,131,2401040,138,2906077,454,2665413,504,5225383,86,1284390,120,3542673,5010,6483576,750,287353,2079,10360595,2076,4318696,8247,508386867,2689,7538514,1002,1242211,3606,1118622,284,593728,4962,5865941,5573,16359016,157,70172,202,303313,171,396412,3494,827368,4134,1289458,6506,22192809,270,6061017,201,2954576,943,8836181,21,67846,1133,35747155,410,2319884.65,87,2172559,6,77249,94,874383,453,9893190,357,2775757.94,555,21212861,512,8462342,374,1672649,317,1123394,297,93789.42,1676,30466798,1304,14970530,806,2655003,1685,13952912,745,6896129,949,-8037418,1696,-1141289,129,504479,49,562537,87,1952433,430,940966,12,426550,715,100593664,725,101020214,701,83539302,14,196243,733,16468164,745,16664407,435,3333569.74,140,403705.6,484,206538.86,3906,1197830.85,5218,4591,3127958,384,130051.64,1136,448812.64
1648,VIC,3034,6433,6380,356223388,5290,73420154.26,4502,6400284.22,121,150226.45,4500,6547516.2,4821,77546999.8,299,1250820.06,4897,282593546,4714,69420713.06,1084,5302315,93,1644204,115,2102566,402,2529668,369,4169048,43,620224,100,2542294,3826,5436866,532,228574,1538,9274086,1537,3919292,6387,372702238,1878,4967589,703,764297,2666,845718,217,485260,3614,4281301,4125,11344165,106,54328,255,455316,106,307474,2594,871571,3083,1015005,4926,16040652,225,5462815,122,1765968,631,6482746,12,-46395,957,24809378,293,806019.87,55,989446,0,0,61,683616,333,7296601,262,1829690.58,419,17683523,407,9084566,274,1307879,217,345062,198,126680.44,1418,29921567,1037,12881650,590,2066776,1416,13679542,712,7582327,720,-6288728,1432,1293599,89,543241,32,155356,65,1319863,273,649372,8,24221,569,43402470,577,43339069,542,29364785,9,-29918,577,13678786,586,13648868,360,2854391.43,86,237819.81,388,161394.23,3119,968157.39,3767,3339,2288794,257,69059,777,305437.9
1649,VIC,3036,3934,3905,250917590,3213,58001576.97,2820,4621443.37,65,85428.21,2817,4705626.68,2960,61572335.88,164,677225.48,2884,175577296,2774,45055575,680,4251568,61,1028586,46,847472,170,918258,226,2361074,47,935306,59,1481158,2476,4494178,448,359004,1131,11015262,1131,4659042,3911,263137815,1158,3533808,425,632304,1509,427170,92,163375,2138,2545892,2393,7302549,71,48767,131,294047,133,348366,1578,508539,1807,799000,2996,11773574,114,2719464,111,2067104,517,6486455,18,-102199,879,34574577,289,1620597.2,24,374910,0,0,35,193973,286,9309019,228,2996056.01,371,22901095,328,7868829,236,765008,206,534249,197,97168.77,841,16878876,632,7955323,384,1271817,839,8203808,380,4025684,470,-4577756,850,-552072,82,412104,36,298096,77,1939031,205,517101,12,594166,286,27995395,297,28589561,291,19906325,14,-31657,292,8567528,305,8535871,198,1889903.75,69,206219.86,284,142679.79,1733,544919.91,2775,2343,1784841,173,62868.49,655,309066.34
1650,VIC,3037,28099,27865,1468187154,23651,281547599.19,20598,26365229.01,472,543735.08,20596,26907743.44,22177,299975756.09,1146,4294790.24,23921,1332316794,23281,313166371.9,5753,24358644,432,6163504,525,5945269,2074,11807361,786,8471885,182,2150452,118,2712063,13631,7941570,1045,401774,3340,7704265,3334,3187595,27880,1540262708,9794,26025248,3243,4304875,15844,5125895,1003,1861542,18327,21791421,20618,59108981,456,252297,452,428804,181,377382,11926,2880657,15112,3446156,22384,71520714,867,19698219,612,8917302,2342,15341488,13,17154,2259,64116912,619,2196370.88,248,4738626,11,125906,252,3047491,768,14485776,642,4009052.31,925,29760351,962,17812877,502,2703999,392,1039271,393,353471.02,4478,67608795,4091,43033301,2756,8862233,4523,34914953,1220,7153291,3331,-26354983,4556,-19201692,313,1970224,88,570722,123,2026136,1402,2946833,61,1148238,2480,164329146,2539,165477384,2422,116378626,69,291921,2499,46857530,2564,47149451,1487,7188719.82,199,389520.54,1540,596256.7,15342,4767781.52,11197,9799,5881712,901,239797.57,2031,656605.86
1651,VIC,3038,16937,16842,916792660,14126,183492591.43,12386,16633869.96,268,334420.42,12382,16963005.49,13086,194465239.6,785,3091989.93,13817,775729451,13398,186700222.37,3371,15843093,282,4520497,287,4057658,1121,6608685,638,6862152,191,2275859,152,3942972,9770,10331161,1356,561995,3468,14326859,3464,5977774,16848,960752332,5616,15399747,1940,2410531,8498,2637116,545,867861,10567,11946397,11837,33261652,355,191068,443,530998,276,682755,7167,1610165,8702,2390877,13351,43474493,491,11121990,396,6200820,2072,19819530,34,525077,2117,56045201,629,1755891.42,137,2565480,7,140189,154,1692407,763,18125862,640,4944528.45,937,38603917,956,22120691,526,2056907,446,452167,417,188128.25,3563,61275848,2928,30666348,1960,6466449,3582,29919379,1470,10543983,2131,-16320311,3608,-5776328,210,1304714,77,625577,147,2777218,780,1974367,27,816026,1321,125682494,1345,126496988,1309,99139070,31,90476,1350,26394358,1378,26484834,815,4559258.94,227,484761.71,1044,403195.97,8828,2761242.15,8827,7594,5015620,632,197645.02,1624,633764.31
1652,VIC,3039,9324,9264,680260477,7831,167323938.55,6979,12722192.1,175,228499.52,6975,12943370.55,7393,177392381.22,610,2629655.25,7591,531071297,7347,146502146.92,1466,6874663,138,2518147,168,3333698,479,2819590,251,2738576,116,1480194,159,5082842,6003,8342026,972,806622,2399,16930938,2393,7078060,9270,710892369,2535,6977683,1270,1493528,3141,894434,397,1108681,5424,7215523,6096,17689849,162,73673,275,584939,287,997294,3701,1834609,4154,1695709,7298,29835242,441,10893401,339,6383999,1289,13424537,28,-93605,1549,65084479,747,6248478.95,131,2462062,9,51305,119,904514,670,12611331,559,3731668.9,871,28805142,774,16471966,640,9405978,573,7436525,532,738273.18,1770,36469490,1408,19678514,837,2656700,1776,17718429,726,6481158,1056,-10065311,1783,-3584153,198,1274969,69,909614,191,5024140,607,1847798,40,595917,796,89393675,834,89989592,766,62321642,44,304770,817,26916537,859,27221307,537,7145193.14,161,511628.39,524,249851.57,3847,1176784.58,6355,5259,3527791,562,178179.15,1966,914167.91
1653,VIC,3040,17416,17301,1299492284,14661,328000257.87,12989,24277121.96,262,352889.05,12983,24607196.73,13772,347779043.59,1102,4637080.49,13749,930394692,13239,254548846.36,3012,14263353,240,5262083,286,7548785,827,4495433,539,5542658,217,3604689,290,9569201,11232,17980898,1921,2385545,4896,48040337,4886,20107745,17316,1361406821,4933,14127748,2183,2825691,6181,1795260,649,1729571,9927,12717981,11195,33196251,311,154971,559,1374083,549,3434529,7123,4316947,7580,3302157,13630,60966725,694,16945360,572,10963176,2336,27552689,67,1515115,3440,164900705,1454,17026164.74,200,4594296,7,254719,156,2756281,1315,50864521,1108,18356873.08,1684,113782837,1502,39243716,1123,4441166,1000,2237168,935,802808.19,3270,70466311,2570,37407566,1594,5766765,3287,33809299,1375,13445270,1931,-19962589,3310,-6517319,359,1540810,137,1072307,465,11500319,1099,3585494,49,1919830,1428,192861733,1473,194781563,1376,141225594,62,32534,1458,51657473,1513,51690007,1004,14836009.83,366,1201110.32,1174,584222.33,7558,2311015.23,12360,9995,7003771,978,329491,3485,1673900.08
1654,VIC,3041,7935,7880,550321112,6657,131901971.45,5921,10243950.68,110,143291.04,5919,10382351.46,6234,139824635.03,382,1555053.85,6167,420931685,5968,113883084.19,1400,7774946,123,2588658,153,3462064,336,1809818,284,2845682,87,1235581,154,4515073,4961,7538446,907,579029,2352,15108855,2347,6310360,7885,576425375,2402,7043422,1021,1278476,2904,835969,235,531025,4610,6044201,5092,15733093,138,58374,247,771961,253,495114,3365,1236164,3718,1332427,6269,24968028,329,7869965,259,4439463,1146,12985317,19,-149461,1522,52654694,652,3943712.57,78,1884819,8,32417,73,616930,694,22267889,557,8087817.17,831,47158637,634,10789308,559,1858320,494,1131120,457,148380.85,1547,31133995,1232,16318571,728,2663139,1552,14699905,653,6324836,909,-8872456,1562,-2547620,159,854506,58,541748,151,3490467,484,1824427,18,253992,659,54212040,676,54466032,652,35010845,24,45060,669,19086637,691,19131697,441,4612680.36,162,508388.76,525,241490.31,3463,1053305.96,5683,4750,3369064,446,155925.83,1512,648569.91
1655,VIC,3042,9418,9361,556731782,7988,117227520.31,7025,10181685.35,159,214699.84,7027,10395510.35,7433,124446606.94,534,2027342.35,7621,469782575,7419,118185953.87,1832,7720719,152,2151440,162,2375294,548,2999832,503,5499657,79,1071234,119,2687373,5712,6013987,767,264495,2000,7980883,1992,3298062,9370,583345726,3274,9010036,1279,1623805,4442,1373689,313,623357,5908,7547975,6592,20178862,170,77209,216,168101,146,254218,4183,1227785,4891,1346103,7570,26362426,334,7840143,268,4308686,1039,8390921,15,-10347,1207,35703295,472,2136140.65,79,1934003,11,276676,119,1236736,498,10844920,400,3013568.63,622,22403005,585,11010092,443,2156773,371,1168144,347,190646.23,1644,30106598,1343,15573848,819,2662206,1669,13578812,653,6598924,1022,-8307192,1675,-1708268,139,598315,49,170069,114,2100017,458,948185,22,231945,823,51839898,845,52071843,802,33936398,27,88769,839,17306932,864,17395701,530,3293983.29,123,296171.45,582,249839.98,4549,1376912.32,5865,5196,3394053,500,147570.63,1243,448899.31
1656,VIC,3043,9936,9874,512785638,8321,97545899.7,7203,9163226.98,125,160444.39,7201,9317084.78,7688,103242377.89,449,1667725.31,8037,443627120,7838,103909200.4,1962,7551161,141,1661042,204,2080099,771,4632703,612,6548284,86,955491,134,3854523,5465,4623827,705,321941,1838,6859725,1832,2867956,9882,538521165,3455,8467515,1249,1674759,5280,1742329,322,540523,6202,7760177,6956,20185303,150,69809,215,127651,124,328379,4558,1191441,5400,1370379,7914,25323367,283,6881892,193,2792404,904,7544761,12,259894,1014,26785654,392,2163669.79,90,1632689,5,27788,101,800660,373,5817096,284,1446063.65,470,13657176,513,8517210,348,988571,295,364678,282,116331.63,1465,24714600,1211,13459438,724,2265215,1471,12029913,581,4177794,903,-7217760,1484,-3039966,117,706499,29,284212,69,1178968,445,865866,22,492985,861,42771568,882,43264553,848,26592844,23,206895,872,15781422,894,15988317,546,2312951.82,159,420936.25,562,199322.13,5373,1611789.64,4855,4337,2881957,384,132660.79,742,253897.09
