,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
1428,5722,SA,209,68,208,11599128,173,2377790,150,158023,18,22694,153,2315989,1,267,172,10914799,28,135078,1,37729,0,0,28,214399,9,84594,1,7976,3,37643,80,68727,8,3922,28,70027,28,30555,208,12030145,63,167088,10,50960,126,25733,12,10260,126,87280,3,870,2,205,1,1997,60,29463,117,44056,173,431017,6,85666,11,67308,0,0,10,165410,1,6490,2,86071,0,0,4,211188,3,4880,2,228,3,62026,6,83601,2,2232,2,2232,1,600,46,611155,34,386581,22,57790,48,350119,16,104925,32,-288260,48,-183335,7,59617,0,0,0,0,9,13105,0,0,15,1457978,15,1457978,17,1289870,0,0,17,-3265,17,-3265,8,17458,2,1681,2,1165,99,31176,14,6572,2,8965
1429,5723,SA,847,308,843,37730569,686,6513652,592,497196,19,25169,614,6033473,24,83433,662,31680840,110,277904,13,123863,8,132155,69,436618,68,851012,1,7463,4,111883,449,557495,46,4020,64,231517,64,99195,844,39172622,134,321996,44,94489,429,114213,32,34382,367,396788,7,1943,10,1029,3,42,186,120851,364,130933,654,1430036,75,1327246,51,331504,4,-31725,122,2698679,10,3979,3,118168,6,24386,39,465474,24,486895,19,143572,30,899082,37,570373,16,84393,9,561,10,7194,122,1526861,92,842231,30,61177,122,865035,57,342301,68,-583883,125,-241582,54,58768,7,12461,10,174557,27,37514,8,174914,89,3979354,96,4154268,96,3218327,10,37006,100,662801,109,699807,34,60552,4,9649,1,49,488,156959,90,38430,18,61254
1430,5724,SA,80,38,79,3809729,59,886983,53,56718,3,4221,54,864603,4,19918,48,2376257,11,71097,1,2678,2,49867,6,43892,6,67230,0,0,2,63355,42,25334,4,21321,5,3067,5,1314,79,3904579,9,18459,9,27763,33,6814,1,891,22,22303,0,0,1,127,0,0,11,6929,26,10576,50,94850,2,36862,3,25462,7,-497257,19,641343,1,84,1,61085,0,0,6,63286,2,231563,1,83150,2,463126,6,403190,2,7080,1,9,1,2,11,267294,9,117105,4,16491,11,112285,6,54500,5,-33087,11,21413,4,5345,0,0,0,0,1,988,0,0,13,3698272,13,3698272,13,3031811,0,0,13,645309,13,645309,6,194084,1,1716,1,106,34,11601,11,4215,3,11137
1431,5725,SA,2616,1716,2611,232933388,2337,59883961,2237,3364676,225,266830,2278,60133427,97,589323,2515,233767832,445,2142552,28,415291,31,410768,116,641067,17,149374,8,48934,5,79987,1370,867778,151,75084,675,1390879,674,595413,2612,240335103,906,2219014,219,439369,1982,453645,191,455360,1863,1848181,63,32492,44,64267,48,136796,982,423638,1643,653687,2414,7353114,98,1142561,208,1184408,18,-450619,143,1007615,84,61081,9,223996,8,308622,15,124050,93,434249,83,101694,142,1112712,178,1817162,85,307711,81,24810,68,90409,751,10237423,753,8615460,386,1074392,780,6917248,74,265942,705,-6635619,779,-6369677,99,77141,10,22252,3,39600,253,581086,5,300392,81,3609356,85,3909748,86,2560341,7,-85535,83,1375527,88,1289992,44,337808,6,6977,25,15827,789,246284,50,23161,53,121354
1432,5731,SA,330,191,330,22739302,290,5170299,260,320315,14,18315,269,5099959,6,29296,318,22786200,79,111208,2,40207,3,15704,13,91700,5,67090,7,62050,0,0,199,166019,23,2523,46,43918,46,18814,330,23441500,79,154430,25,16507,252,58773,13,28746,244,208157,14,3420,5,1357,3,5421,166,25689,182,107624,295,677637,5,84016,70,863086,10,184373,35,136909,19,17986,0,0,1,9135,6,120535,25,131280,23,37347,26,291761,30,329009,20,9017,20,9017,20,1243,100,1234156,92,802383,50,111735,101,899664,20,97532,81,-677158,101,-579626,14,23045,1,12760,2,28000,18,39131,1,6550,19,623413,20,629963,19,639477,1,1350,20,-110524,21,-109174,8,9545,1,3421,3,782,125,40939,11,4885,4,33893
1433,5732,SA,83,23,83,3194119,63,501323,54,41433,3,3541,54,441841,0,0,60,2419499,7,6709,0,0,0,0,14,129957,3,28980,0,0,0,0,44,51529,8,1137,11,5764,11,2465,83,3309830,13,42024,3,1272,46,11216,1,220,30,14625,0,0,2,72,2,12,36,3866,45,16029,68,115711,5,99352,6,35205,10,472877,15,298660,0,0,0,0,0,0,2,19649,2,36,2,8,2,54,2,31550,0,0,0,0,0,0,11,98170,9,64850,6,9052,11,54962,2,10817,9,-41511,11,-30694,12,5260,2,410,2,10000,8,16375,0,0,6,127145,6,127145,6,113203,0,0,6,4369,6,4369,1,249,0,0,0,0,47,14787,7,3009,1,18734
1434,5733,SA,62,28,61,2142302,47,395264,38,30929,0,0,38,353376,4,15409,46,1738610,7,7761,0,0,0,0,3,19610,7,106377,1,9668,0,0,30,26521,8,860,11,5807,11,2485,62,2286440,11,33360,2,506,35,9790,3,2019,23,19419,0,0,0,0,0,0,15,16551,25,9819,46,98888,1,30000,2,40236,8,255664,8,269665,4,59363,1,26256,0,0,0,0,2,10439,1,2448,2,10681,3,766,1,310,1,310,1,7,4,41006,3,13664,0,0,4,21140,1,15937,3,-9735,4,6202,4,62,0,0,0,0,3,7424,3,205708,7,148035,10,353743,11,363023,5,-75566,7,65709,11,-9857,4,5665,1,1450,0,0,36,10179,4,1515,0,0
1435,5734,SA,77,17,77,2784827,64,461194,55,38994,1,971,59,400503,3,8248,73,3004961,3,2513,0,0,0,0,18,145561,2,27419,0,0,0,0,17,13215,3,96,6,937,6,399,77,2905497,13,45734,3,806,46,14844,1,8934,41,37026,0,0,1,490,0,0,11,1717,40,11117,67,120670,1,16339,1,8724,5,-387714,3,100395,1,127,0,0,0,0,2,7033,0,0,0,0,1,142,2,107270,1,54,1,54,1,11,7,104193,7,75613,4,11622,7,56411,0,0,7,-39453,7,-39453,2,43,0,0,0,0,1,2,0,0,3,37975,3,37975,3,7937,0,0,5,30038,5,30038,3,8949,0,0,0,0,51,18741,3,1500,0,0
1436,SA other,SA,2724,1365,2620,179634496,2054,50178279,1550,2135922,46,82310,1903,49925463,54,217458,1699,110362124,342,2503001,36,475034,48,2743266,148,888198,120,1304507,27,362819,70,2431044,1297,3197077,294,255100,556,7103054,555,3044007,2650,193901792,475,1381353,160,526524,851,230323,74,146980,1015,1255365,50,20827,56,146185,87,235489,687,6493010,1122,822671,1903,13431440,228,6421384,216,2346011,204,6604743,599,27431139,220,4237536,11,104210,9,141025,43,494911,199,11554872,152,4444911,270,25197798,285,9007821,221,2359305,186,434999,185,901205,634,14503054,483,6610503,269,920718,632,7617642,292,2573916,347,-3219725,639,-645809,202,374941,33,31274,88,1732838,176,433286,46,3918353,189,36855634,244,41452837,234,34245680,50,-55708,190,6724116,249,6722048,127,2008052,68,237259,35,35501,1065,343027,182,77609,58,254781
1437,7000,TAS,8541,5746,8505,493828802,7061,107418835,6352,6807128,104,127199,6557,109412624,532,1980483,6884,374103549,1119,5140502,117,1996557,93,1541637,890,5327945,367,3223069,141,1229193,448,12852451,5144,8658005,736,711761,2388,18192525,2379,7792133,8519,514508883,1628,2962599,809,1062757,3126,720124,436,852262,4420,5201017,179,68378,195,224627,230,744230,3449,1903346,3757,1102487,6869,19380757,837,15792464,1138,10418494,29,-126893,1222,29274543,606,3325309,78,996326,12,781468,139,1263575,396,3968158,325,932056,592,10048965,812,11769780,600,4957398,524,2900846,487,623834,1315,23882593,1043,11580984,506,1040811,1312,11592832,566,4529445,758,-4863399,1324,-333954,529,750138,99,468267,161,2840796,543,1577989,37,1057722,946,97277112,981,98337914,944,68819991,40,-478041,968,28815574,1005,28336074,550,7887353,369,943463,161,114907,4272,1346589,517,210478,187,992768
1438,7004,TAS,4507,3071,4484,275954770,3673,63639403,3205,3777555,53,55407,3347,64598194,248,885282,3347,184720923,543,3185067,61,768103,48,622774,431,2568826,248,2288964,89,1014062,251,7736034,2863,7153343,498,746783,1417,13740004,1410,5883761,4496,288799502,763,1456162,388,520117,1391,322675,237,419874,2136,2484701,84,33139,122,522857,139,556552,1764,2714094,2035,786911,3550,12612147,398,7971474,573,5626276,34,66613,917,24522826,459,3538373,46,710018,8,254560,93,1249579,340,5642073,271,1494130,526,14199224,534,18511601,484,2565411,425,1145254,385,350555,729,14947684,521,6438587,230,564302,727,7192810,382,3444388,354,-2692403,736,751985,263,447951,64,164045,89,1996802,257,719943,28,1149504,533,57778281,561,58946778,560,37299063,35,318247,557,19867605,591,20187764,337,6181310,236,677174,105,146571,2124,681941,311,131747,88,421330
1439,7005,TAS,8129,6069,8087,545884038,6393,136865787,5484,7458647,74,86606,5782,138846067,288,1087125,5649,323375399,942,7815765,84,1288581,82,1597966,609,3796099,473,3951097,165,2400825,558,17227581,5442,16799723,1223,2658105,3004,39487686,2995,16894120,8101,572030712,1298,3007811,558,1112062,2103,495885,343,619675,3246,4267098,178,67297,322,908393,415,2015232,3000,3052759,3389,1504520,6122,23733374,582,11115828,1079,12394500,90,1171990,2008,58095143,916,5733121,69,1447173,13,240648,113,1497442,739,25503802,606,9431879,1123,48922305,1196,27249271,918,4693858,762,1124897,688,682485,1513,33618213,1092,15000420,583,1537579,1517,15900004,763,8201849,766,-7021639,1529,1180210,577,1834787,129,792264,211,4600353,517,1709458,39,4211931,716,111049009,750,115273018,731,80369479,46,524590,736,33217048,776,33752680,445,11099641,502,1473252,191,209205,3540,1141060,594,241126,148,783365
1440,7007,TAS,1818,1392,1807,110094300,1492,24524658,1326,1522280,21,29487,1374,24713615,62,192787,1431,83859783,245,1045707,30,618052,23,704804,141,951919,103,923079,39,301582,127,3411516,1123,2145074,212,109789,598,2983012,596,1278102,1811,114767464,381,842029,181,272820,616,145795,82,144234,927,1054935,46,18037,54,79601,58,222002,766,574792,802,244501,1463,4631337,146,2434455,294,2867059,11,493445,288,5022979,135,592553,24,423028,2,11166,23,126316,101,2020025,78,642013,149,4515822,203,4280095,157,1043921,137,81324,123,322526,268,4004425,196,1954215,118,260656,269,1990479,129,823985,141,-1024910,270,-200925,104,51490,18,18411,42,714096,110,248436,10,1463269,173,14866240,182,16329509,172,9542288,11,289849,180,6459029,189,6748878,117,1870652,102,254802,42,33602,820,255009,122,49704,48,241423
1441,7008,TAS,6934,4963,6916,371776784,5827,74112317,5244,5112520,48,61441,5418,75345605,368,1253609,5669,301348512,897,3289141,90,1319512,98,1418576,563,3281628,392,3665746,129,1259576,315,8796228,4034,6226298,629,329638,2069,6304794,2060,2700110,6924,385492734,1471,2576035,541,638715,3008,680967,307,455298,3750,3719686,118,36483,195,143986,169,870155,2916,1136674,3089,751687,5689,13407553,663,12604997,956,8122285,16,-72915,923,16338925,449,1394949,55,1019100,6,131308,90,1581933,352,3509582,278,967323,487,10538690,570,9864649,435,1636832,374,327259,363,293378,911,15072379,728,7466478,304,688248,914,7141653,413,3055049,504,-3279049,917,-224000,313,587572,76,360021,90,1368637,407,991496,24,1145436,636,47233158,656,48378594,645,29740646,30,662299,651,16780944,676,17443243,389,4541008,306,703890,125,71313,3690,1162633,478,195422,157,924206
1442,7009,TAS,6335,3422,6310,275946272,5221,45763666,4511,3592608,25,33073,4803,46363010,255,848996,5310,235343503,928,1796035,94,816468,78,604024,859,5446951,402,4011425,93,609648,184,4378863,2953,3442391,319,72864,1370,4479460,1369,1919300,6319,285282787,1440,2664204,423,408683,3470,859737,271,329670,3398,2802165,91,24356,98,38594,48,99643,2256,583112,2951,537205,5199,9264163,534,10459969,565,3672904,5,-1400,524,7228915,223,396862,72,1316129,4,32396,67,563054,163,922994,121,140886,223,2266908,325,3914747,198,567195,173,44369,169,112832,604,8605396,496,4495491,207,425131,610,4092475,262,1585053,353,-1992754,615,-407701,208,115064,51,87489,68,532602,234,378694,20,350917,553,36295237,572,36646154,559,26149767,21,53451,560,9916070,580,9969521,309,1476674,149,267106,98,56529,3986,1297591,450,193098,138,496576
1443,7010,TAS,7433,3937,7404,311008885,6133,49002206,5161,3977912,31,41752,5559,49119278,174,552339,6161,268395732,1188,1914852,106,677113,82,422266,904,5495079,600,6162700,104,745122,250,6035827,3210,3370536,450,120697,1687,2653758,1685,1138246,7412,323575291,1681,2921908,435,495415,4361,1097129,298,317227,4015,3008920,76,26551,134,63290,61,117226,2715,625811,3668,2638562,6191,12369528,562,11562021,652,4291404,9,228244,581,8047075,235,339345,68,1174700,2,50178,71,461873,191,2936581,129,140240,255,6327762,365,4609967,218,1075020,196,356631,184,319489,599,7685999,506,4087243,195,313749,600,3613488,254,1402325,350,-1730806,604,-328481,221,148335,45,225984,47,401934,256,498607,14,272102,576,35725332,589,35930734,576,25754382,15,66089,590,10041193,604,10107282,308,1440987,208,403270,90,59420,4738,1538057,606,261316,164,478871
1444,7011,TAS,7136,3766,7117,307920272,5990,49742217,5146,4011662,33,40054,5464,50024799,159,480022,6059,271344826,1223,2124406,121,1006341,93,999022,775,4598792,581,5963714,87,666472,239,5781579,2961,3123020,409,134605,1638,2183827,1633,935739,7121,318593631,1762,3230830,465,512201,4459,1122788,295,257158,4094,3139278,92,23948,127,46463,61,89740,2650,571134,3621,604165,6127,10472811,496,9844615,550,3415846,17,22982,505,7617950,186,375863,59,1367026,4,14590,47,340328,158,843967,116,165461,232,2582315,351,3598749,208,765731,180,106701,157,155823,568,6939930,488,3992445,199,417001,564,3195356,211,1237472,360,-1902344,571,-664872,196,69281,42,145297,46,492219,254,362740,12,312201,420,24665189,431,24977390,423,17811312,14,98075,425,6807241,437,6905316,235,1085793,189,396571,77,44206,4576,1477051,511,215992,159,667521
1445,7012,TAS,450,250,448,20915201,376,3623861,339,284295,6,6583,354,3744933,17,70875,370,18500872,80,179830,7,91204,5,28681,30,168826,20,210045,5,31548,12,336964,196,184536,40,7901,117,126065,117,53973,450,21791321,111,233174,37,42901,248,59560,17,25876,263,258387,13,3001,6,10801,7,15581,150,40688,228,36218,379,836544,37,795499,51,330371,5,-36247,46,496007,18,54143,7,71575,0,0,5,58840,12,16711,8,650,17,74243,32,364668,11,10175,8,1372,8,250,46,543401,38,323109,13,24924,46,264563,20,95238,26,-164433,46,-69195,14,46232,2,7594,4,63788,22,46169,5,21187,52,4824654,56,4845841,53,3562394,5,-39744,52,1217960,56,1178216,27,219890,8,15756,4,1738,266,79795,33,14392,12,26809
1446,7015,TAS,6041,4492,6021,300052881,4968,56704020,4349,4026901,32,33798,4518,56696429,241,837904,4579,236875457,820,2345395,88,785179,86,1527845,375,2080509,528,4751323,144,1268967,459,12801777,3485,6129889,631,361848,2031,6569692,2024,2812639,6027,311478088,1351,2415498,459,589485,2654,610552,246,309630,3060,2981843,113,28713,166,189669,142,386678,2628,930055,2799,633984,5002,11119090,506,9694054,774,6653210,19,50531,858,13889583,419,1605547,44,647998,1,10056,82,393138,317,2469392,229,525130,462,6104118,559,8082948,414,1636594,365,559170,336,282843,738,10505997,604,5895932,281,643646,737,5382640,258,1836100,484,-3252321,742,-1416221,258,740464,65,217429,91,1365003,358,664805,16,419754,490,32046437,504,32466191,490,19912717,16,283679,506,11914498,520,12198177,293,2403403,414,965599,148,172779,3216,1002173,485,198382,152,702842
1447,7016,TAS,942,351,939,36502900,791,5153046,643,443769,2,1942,701,5109188,14,39427,817,32140662,181,233759,16,93855,16,42247,146,809060,98,1030707,11,62457,23,427218,291,232482,27,1453,149,39246,147,16654,941,37739518,230,433400,55,46550,644,166685,27,15656,553,365957,7,2039,5,275,2,500,316,42318,449,72186,795,1203575,72,1563556,35,135393,3,-2803,45,675867,16,42685,13,302201,1,15388,7,26734,16,74248,15,21612,19,145950,25,127702,11,7984,9,2174,9,519,48,471150,45,317374,19,37418,49,269772,11,26411,38,-179825,49,-153414,19,28952,2,918,3,14499,32,43480,3,132748,56,4255329,58,4388077,56,3037895,3,58994,55,1214102,57,1273096,32,170337,11,25442,6,6152,655,218118,46,18999,24,84651
1448,7017,TAS,3088,2112,3084,148583504,2601,26424897,2359,2033074,15,17923,2436,27073461,67,181805,2596,128069833,550,1243135,45,505831,42,553957,181,922167,150,1418584,58,390834,99,2603147,1560,1506780,215,54152,807,2189494,805,938199,3084,154634950,827,1747950,215,283698,1842,443687,121,163910,1741,1551530,54,16357,43,31017,34,171538,1121,243970,1556,306071,2624,5867204,240,4694813,353,2310627,32,217173,367,7326572,141,396668,18,377163,10,202983,33,308091,101,913725,78,218857,141,2197212,209,2544637,122,400051,110,100284,101,88020,396,5373585,341,2925099,173,362874,396,2615485,149,881950,251,-1411823,400,-529873,120,221753,24,54258,42,488990,168,417086,16,398191,241,20109731,255,20507922,256,16425853,20,-231761,243,4111544,260,3879783,124,631156,80,152291,53,34046,1828,576230,225,93739,75,230241
1449,7018,TAS,11834,8496,11789,593643752,9765,113797298,8547,7992196,49,46359,8880,114968451,404,1331153,9136,469186923,1643,5195020,210,2230093,168,2087331,871,4898689,1018,9435346,244,1851114,760,21212998,6659,11680819,1104,447649,3845,13540323,3828,5782045,11808,616889462,2758,5259649,822,1207907,5464,1260381,456,531706,6117,5676431,225,66890,341,472505,279,1068526,4965,1997255,5501,1386283,9791,22784767,903,16815098,1494,12610484,43,399553,1631,31316666,762,3595715,86,1821120,6,6758,151,1160607,583,7465630,447,2102011,861,20133057,1053,17570874,760,1191942,654,424918,585,109425,1578,24777144,1268,12558308,579,1315028,1582,12072764,653,4644684,933,-5813640,1586,-1168956,452,445249,113,713276,151,2565883,640,1231949,35,1526197,890,66140294,923,67666491,894,44349079,36,8887,908,22541219,940,22550106,530,4734754,676,1604814,245,166097,6433,2024331,958,404290,296,1088413
1450,7019,TAS,2340,1070,2333,96146190,1945,14674825,1655,1230484,8,8900,1771,14913640,60,175041,2060,86799796,447,847391,55,209770,35,151588,333,1991429,201,2161535,17,91928,39,899007,867,702151,83,11193,404,354044,402,151654,2336,99875108,640,1257337,135,196631,1535,386359,85,94491,1362,1015168,31,7353,12,4848,9,13103,927,212346,1136,185809,1974,3683574,148,2978211,178,852347,6,-167933,102,1860381,45,141833,19,392037,2,2705,17,193135,37,165433,32,34654,48,909888,72,1012511,32,10332,29,4569,29,822,134,1559367,122,1028465,37,90755,135,770590,41,185110,94,-515553,135,-330443,50,38855,9,83760,9,172695,74,136123,8,205122,141,6403656,149,6608778,141,3824732,7,33164,140,2590178,147,2623342,73,412551,27,42973,24,13480,1525,503191,173,75657,62,100735
1451,7020,TAS,1562,1160,1559,83492832,1293,16700210,1178,1147222,7,15717,1216,16857760,39,125096,1250,65973550,248,690166,19,211375,24,230720,100,514336,46,414105,49,363667,59,1652282,829,1190596,130,54561,517,2063427,517,884489,1561,86980602,387,899305,109,154553,761,183361,72,100451,853,917138,41,35275,36,79510,27,138909,573,202261,722,189237,1284,3466098,128,2392926,226,1966004,19,-88294,244,4176286,106,474791,19,345130,1,11670,34,253159,76,1159770,54,251312,113,2885054,141,1984393,90,772896,86,174531,82,191858,253,3903260,194,2146709,82,180115,256,1901199,107,669175,149,-993938,256,-324763,70,82177,18,109009,31,345878,94,216501,9,1005335,182,17195567,187,18200902,181,12775345,9,276542,185,5064675,190,5341217,111,1219545,65,133345,27,15962,804,255752,102,44634,47,251297
1452,7021,TAS,1461,1049,1454,75068186,1238,14330319,1091,1013914,6,8435,1131,14612241,62,208234,1157,58767214,212,603770,19,156610,9,181371,99,448478,96,817218,40,399601,66,1802737,774,1142756,121,48301,420,2222470,420,953156,1455,78396149,390,777414,101,209334,732,170382,44,52496,797,790099,26,7956,38,78362,33,121192,599,255380,713,158142,1216,3308105,117,2187195,175,1608579,15,351629,211,5393814,105,595243,11,149509,1,2065,15,178174,71,584753,50,127129,96,1457094,146,1969294,102,228456,87,44729,85,12274,233,3134239,196,1733392,79,145126,235,1543789,76,527286,161,-815354,237,-288068,59,62935,15,21794,27,457626,99,219953,5,261458,156,9783988,159,10045446,155,6239798,5,134295,155,3515530,158,3649825,92,581709,58,131389,27,14683,814,259406,113,47513,27,132263
1453,7022,TAS,494,320,492,21526587,387,3671521,344,287045,0,0,358,3693801,17,44650,369,17556263,65,100782,6,39249,9,37012,47,281370,29,287991,16,195626,26,763401,224,311174,36,60743,145,394818,145,168961,494,22630522,113,289658,32,23614,222,46847,19,29176,251,217903,5,700,8,48868,10,26248,195,213191,238,56663,403,1098679,37,680913,46,272797,2,16557,49,372967,22,12528,3,128974,1,405,6,30948,20,381586,14,74110,32,834262,35,599898,28,199111,21,21718,20,918,72,1051688,64,632006,20,36490,74,542538,22,80795,52,-240141,74,-159346,9,735,5,5977,6,75822,25,69266,4,635369,58,2804411,61,3439780,62,2048213,4,171845,62,1203726,64,1375571,35,210084,26,62409,10,11219,271,86161,48,19554,14,19842
1454,7023,TAS,182,132,181,8767190,148,1626095,124,115613,2,3106,131,1655383,6,24068,129,6844032,19,24098,3,44032,2,3622,20,112454,15,166746,6,39151,8,157312,102,126938,20,19360,69,218308,69,93540,182,9127036,48,119291,15,11428,80,16198,4,9172,87,77542,8,2298,5,271,6,18716,63,20490,87,40513,143,356326,18,408354,26,245953,8,-22343,30,353341,10,28778,0,0,1,41523,1,5540,9,20492,5,2288,17,179804,30,398441,10,245302,8,230245,4,416,26,546251,19,166401,10,16858,26,294233,16,114086,10,-45327,26,68759,13,29603,1,4450,1,19600,7,20566,2,3997,16,1627340,18,1631337,15,1104547,2,311,16,529026,18,529337,6,134436,8,16036,1,728,99,33904,25,11480,3,1966
1455,7024,TAS,344,255,343,17132490,283,3193807,258,236182,2,1726,267,3279668,7,18018,275,13059821,52,215162,5,30312,10,47309,19,103095,18,143919,15,113681,24,733963,164,213568,31,13275,103,166107,103,71129,344,17891086,87,130266,15,29945,163,36447,13,19803,185,182980,7,1951,9,478,3,1343,133,37039,153,45854,283,683549,23,422874,38,318379,1,-34217,48,1433660,19,263790,6,167344,1,13676,7,35384,18,422244,16,120371,23,1156388,33,894477,16,63289,16,57379,17,6492,57,934290,51,623000,19,25916,56,479717,18,82624,36,-276967,54,-194343,22,24780,3,1114,7,119661,28,77309,0,0,42,3378660,42,3378660,46,2314643,2,-15938,45,1052017,47,1036079,23,203246,25,47695,3,421,186,56059,28,11040,9,7642
1456,7025,TAS,1110,834,1104,54854938,898,10842015,788,747891,8,13888,827,10850502,23,72195,827,41928755,177,624129,15,91420,13,110484,51,301078,73,695035,30,236420,55,1647207,632,1033224,109,69133,380,2027671,379,868909,1108,57263671,242,491386,71,168815,506,119931,39,44682,537,527555,27,17642,16,14345,33,99989,410,131627,514,158853,892,2149273,78,1255843,146,1188731,47,-983912,207,4305574,69,333579,12,343194,13,711733,10,187034,61,497417,43,117758,79,1884930,106,10844384,68,564107,52,182892,49,121590,184,3052911,148,1471389,69,130799,183,1312409,93,622863,93,-484549,186,138314,59,79639,7,52140,16,240217,66,107894,22,1259972,102,9433048,123,10709510,123,8828161,26,-600042,103,1815417,126,1222514,64,450141,62,128942,28,16639,590,189602,112,47338,28,128382
1457,7026,TAS,512,291,509,20188946,400,3189197,343,262358,1,335,362,3226552,9,29718,392,16974527,86,191538,6,50238,5,60356,41,256182,41,385566,7,88508,10,229008,245,390175,35,17465,130,338489,130,145045,511,21393887,123,278808,24,39274,277,74357,20,14039,246,169014,7,1407,0,0,4,47696,164,29780,264,63934,417,951490,16,325853,32,299035,51,-309564,77,1078983,19,87906,6,150121,10,518401,10,48327,11,202110,7,51326,22,523611,26,435105,20,77367,17,13519,15,1991,50,522080,33,217495,13,18159,47,324759,25,137330,25,-175663,50,-38333,27,31840,3,2189,16,197031,20,30681,9,655158,46,2552720,53,3207878,53,2671055,11,-204491,46,585403,53,380912,21,77790,11,22564,6,4047,310,102676,45,19487,6,3840
1458,7027,TAS,142,62,141,4717631,100,677540,78,57128,0,0,84,667939,2,6014,97,3964531,26,58985,5,53910,3,82437,19,119288,9,105445,1,30866,4,115201,58,88407,6,225,19,10523,19,4505,142,4955021,30,90357,7,14096,67,17035,4,3004,56,45104,2,46,0,0,0,0,36,4386,65,14451,100,203363,4,66933,3,20574,21,-66788,20,278001,1,16,4,44176,4,80425,3,8551,8,28561,6,3379,9,59369,9,137511,1,23,1,23,1,4,8,127374,7,75108,0,0,8,50617,5,19665,2,-18016,7,1649,7,1311,1,355,0,0,9,14884,10,1192334,9,210199,16,1402533,16,1444376,10,-158823,9,78217,16,-80606,5,5921,2,8777,1,1000,76,27408,13,5634,4,6846
