,"Taxation statistics 2016–17 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152
3554,Taxable,QLD,4217,19251,19251,1508737370,19243,379606534.61,16518,27831515.06,356,519713.92,16519,28324123.09,19251,401047311,804,3534212.34,15388,930762130,15078,233880662.54,3356,22665064,249,3059052,352,4007915,1012,4990070,389,3539605,211,4175402,222,8428781,10998,25531299,1185,1746128,3446,81029109,3434,33846877,19251,1583539815,6183,17759415,2469,4534893,9558,3054763,851,1864445,10674,13533783,13117,40747299,345,198996,377,2163186,419,2062172,4745,3659517,8970,4783417,16079,73681826,484,9220589,356,6464981,2324,23831375,68,1136927,3565,246684587,1457,37257385.13,359,9696808,10,148100,205,2506656,1215,77540720,1213,29880060.33,1600,175792733,1579,152880008,1108,18855161,918,9846974,865,2611201.11,3047,98533337,2402,37675577,1440,6673183,3041,49738626,1368,22147051,1706,-17701100,3075,4445951,498,3554830,164,1831919,581,15702259,1108,4209143,50,1267939,1919,193531626,1967,194799565,1866,111629540,63,130063,1966,81435152,2024,81565215,1751,23239023.43,331,1151592.67,2174,988203.03,12439,4191837.32,10359,8949,6580963,873,241630.97,2941,1687681.04
3555,Taxable,QLD,4218,16152,16152,1258153598,16143,308285690.76,14782,23772156.5,298,426795.87,14782,24195717.57,16152,327879848.69,925,3983127.01,13200,833366517,12971,210428455.68,2990,21353027,188,1883708,348,4170882,906,4415534,317,2745931,128,2385708,184,6573218,9490,14262927,1036,1714976,2969,57369241,2961,23987341,16152,1325946571,6039,17593744,2318,4315470,8898,2916706,789,1430423,9540,13275739,11647,39532082,324,162383,321,1147950,373,3515117,4698,2980824,7769,3790471,13890,65200942,463,9099265,332,5986786,2221,19393846,50,2697950,2950,164163156,1186,18999252.34,250,7221275,7,60611,202,2602516,1045,94701512,1045,39799245.9,1369,202060190,1285,59238565,865,9483288,751,4024533,722,1085955.11,2832,71158666,2334,31657432,1353,4739045,2859,37199270,1220,12313418,1646,-14750499,2869,-2437081,388,2523219,124,1093673,422,10464873,1119,3539495,38,901478,1774,195686053,1808,196578986,1731,130658925,48,267006,1800,64053091,1843,64320097,1586,16071766.37,236,816949.49,2009,919643.57,10270,3346569.19,9357,8251,5715516,769,205869.16,2480,1265637.84
3556,Taxable,QLD,4219,153,153,11978467,153,2871949.01,141,229667.26,3,2968.9,141,232636.16,153,3060703.14,5,21226.96,130,8230478,129,2034222,26,403179,2,5839,5,73961,9,35344,1,10278,2,10814,0,0,79,51617,8,34953,25,962500,25,411345,153,12550035,60,227372,16,37846,87,26774,5,5170,90,122653,110,419815,2,1222,1,32,3,3453,46,16849,82,32522,129,571568,1,30334,2,38771,19,177311,0,0,26,983895,4,2186.38,3,65688,1,160971,4,31390,10,133645,10,26922.79,13,267689,10,328544,3,41596,3,41593,4,13212.21,29,970494,24,272305,11,27195,30,368010,18,419905,12,-116921,30,302984,2,9983,1,24831,4,67564,7,16223,1,1152,22,1475730,23,1476882,23,914912,1,-160971,24,678762,25,517791,18,139342.39,2,1621,22,10745.74,88,27868.08,89,82,57010,4,2140.56,31,14844.46
3557,Taxable,QLD,4220,15280,15280,1050236540,15266,230743831.83,14149,19834834.46,262,364561.98,14148,20163214.6,15280,243391463.67,932,3996432.3,12948,817886761,12762,203915362.43,3105,16028079,248,3086021,369,4241476,863,4082816,351,2891290,176,2792904,212,7221242,8701,9743072,850,808961,2470,26310874,2458,10890846,15280,1107006879,6345,17190171,2409,4248250,9151,3064441,826,1625791,9777,13429941,11635,39558594,299,136242,320,887715,277,957158,5017,2084089,7822,2849761,13396,56064092,577,11955944,336,5403073,2333,17967602,23,505932,2334,93850182,945,8667330.57,239,5243884,6,94979,205,1534554,875,28836858,875,9332867.6,1120,71565202,1126,36924080,809,9423715,687,3064750,661,1773355.14,2579,53857989,2193,25409391,1248,3664145,2579,27499097,991,9451576,1600,-12166220,2595,-2714644,332,1438099,120,1102227,312,6646727,1093,2823207,33,1076149,1659,141253563,1690,142329712,1640,86657522,44,310398,1688,54282538,1725,54592936,1479,12632505.3,281,849991.55,1845,774865.77,9786,3173516.92,9023,8105,5289033,731,195651.15,2140,891897.52
3558,Taxable,QLD,4221,12409,12409,850377783,12407,187676548.54,11544,16040982.9,210,271473.52,11544,16311343.32,12409,198044540.52,671,2728840.5,10576,653665257,10465,159440160.79,2708,12485968,170,1970919,298,2922711,788,3609264,332,3011007,141,2205941,168,6142263,6939,8282314,699,702508,2000,21687379,1994,9072492,12409,893904297,5112,13865017,1796,2971512,7729,2510142,610,1032087,8045,10336174,9624,30714932,294,112704,224,1046664,244,617621,4142,1452109,6575,2283658,11018,42540122,471,9787170,266,4101345,1940,14051754,20,761531,1935,78285698,771,7133096.92,173,3591094,8,2875430,169,1112380,685,24928254,685,9357688.15,872,56968502,884,24414943,600,5186937,503,1767520,497,854541.22,2228,41780743,1951,21843318,1027,2698048,2219,21557347,798,5900339,1440,-10218309,2239,-4317970,243,1268380,86,1010589,227,4104916,955,2183557,28,1369071,1311,108315814,1334,109655491,1320,61608511,40,-2462599,1340,47108667,1375,44646068,1159,11235114.88,225,689745.4,1487,637853.62,8044,2622546.97,7038,6313,4077753,619,173405.73,1516,614015.88
3559,Taxable,QLD,4223,6605,6605,461830582,6604,103446115.42,6174,8760862.94,100,139081.65,6174,8887150.29,6605,108812751.28,278,1131617.64,5488,341081973,5420,83906573.9,1387,6566665,88,878288,133,2498653,351,1531694,163,1448363,88,1314423,97,3171414,3739,3893264,405,291936,1150,14933502,1147,6198648,6605,485763177,2579,6732734,873,1640652,3931,1309956,287,532062,4073,5245817,4942,15461221,139,55685,129,412882,134,427350,2094,944315,3340,1285904,5749,23501646,235,5095888,131,2028735,946,8098315,19,6984,1199,51578790,468,6400202.43,97,2268693,5,45381,89,633341,402,11174274,402,3477149.66,518,27521821,478,13628207,377,4763653,320,1667903,306,1049960.41,1169,23456948,978,10962010,548,1441093,1171,11797286,466,4302443,712,-5045883,1178,-743440,152,904923,48,650350,148,3157551,544,1716506,18,1145285,756,75876777,773,77022062,739,50725462,24,591485,778,25501356,800,26092841,683,5871174.77,139,384027.99,906,380002.01,4306,1392780,3726,3326,2221902,300,94077.34,854,375454.89
3560,Taxable,QLD,4224,3136,3136,210260195,3136,45765108.45,2913,3966684.72,54,82517.32,2914,4048941.12,3136,48137514.53,155,599610.55,2720,161030670,2688,38344390.53,770,3082859,29,243775,72,642714,191,879903,76,718219,39,604227,44,1788930,1712,1257073,143,127007,450,4957708,449,2075521,3136,220853176,1291,3428138,454,855602,2045,683566,159,260739,2094,2437755,2498,7665800,55,17075,54,121112,45,155647,991,298238,1622,600255,2789,10566262,108,2260275,72,1246029,458,3629034,9,258520,417,20916120,183,3134303.65,47,881726,2,449169,49,388361,154,4099569,154,1165981.44,185,9024826,196,4261545,137,3304766,116,2382146,115,627705.62,487,9322109,423,4474675,231,630619,487,4846597,193,1256563,296,-1886345,489,-629782,81,604301,22,692792,56,1237447,200,457727,12,983820,364,29430722,374,30414542,361,17547987,13,-349067,367,12157515,377,11808448,323,2939731.63,65,223607.46,388,166074.04,2135,684163.67,1683,1499,948380,118,33590.46,316,137114.84
3561,Taxable,QLD,4225,3518,3518,227366423,3517,48806728.37,3163,4200565.37,74,94120.91,3165,4294186.33,3518,50783353.53,161,621753.87,2897,162353328,2843,38924007,793,3772096,34,897842,94,1244259,298,1477790,85,731601,57,1055476,65,2459638,2070,4545958,218,544381,618,10128682,615,4267385,3518,240256664,1279,3153573,435,726660,2048,678366,180,376726,2103,2541805,2552,7477130,54,23323,65,487323,82,211516,1106,745122,1793,778377,3036,12718187,119,2639714,67,1225644,421,4287421,13,90377,535,18671612,227,1793372.28,70,1795229,3,20519,38,364576,214,5689001,213,1561878.09,276,12682230,287,15067412,178,2061050,159,943650,153,311676.39,573,13399255,444,5148833,271,885772,574,7154842,273,2804481,302,-2594673,576,209808,70,432076,34,319540,97,2376942,213,604157,20,450032,373,31533304,392,31984542,375,17360504,22,75018,381,14338510,401,14413528,347,3635141.81,90,313508.33,395,167474.11,2438,809333.71,1852,1596,1071918,187,51313.17,419,184728.18
3562,Taxable,QLD,4226,15218,15218,999134198,15214,210716887.94,14022,18685820.6,311,415467.38,14023,19096546.95,15218,222519414.81,792,3173577.87,12890,791682722,12730,190454098.28,3005,17071585,220,2261099,337,3581019,828,3760138,440,3917291,160,2779455,223,7854107,8715,9769166,769,672409,2352,22292401,2341,9287931,15218,1050316326,6084,15779824,2151,3629910,9034,2876328,756,1296102,9428,12397541,11512,35979705,250,110355,249,563507,225,785062,4936,1873270,7538,2672842,13309,50793202,538,10666903,365,6219104,2128,17085381,38,880278,2255,88425318,847,6242926.15,217,4503789,9,82438,187,1805110,723,17179174,722,4951783.75,962,40077007,1092,33416528,764,7571583,584,1936925,564,1064199.47,2197,46980767,1860,22139628,1196,4145995,2204,24787472,775,7182942,1434,-11275270,2212,-4092328,276,1216496,98,633169,281,6221636,975,2436728,32,466352,1520,175058390,1546,175524742,1495,124565939,39,28121,1564,50618579,1595,50646700,1355,11859997.14,300,977001.32,1774,768055.7,10066,3224213.38,8684,7797,5233317,640,172373.12,1770,743587.5
3563,Taxable,QLD,4227,9589,9589,627928737,9588,132497105.98,8817,11745030.35,149,184514.53,8817,11927651.37,9589,140263425.92,543,2067513.88,8487,528164218,8422,127788036.16,1991,11233566,146,1636112,224,2373487,602,2772842,206,1884051,72,844646,86,2735470,5290,3352218,330,240540,1085,9302258,1077,3893943,9589,658313316,4031,10377119,1438,2178396,6134,1949727,530,912602,6404,8488757,7690,23906601,169,94119,131,238685,106,277805,3209,1250207,4698,1411993,8445,30165156,432,8883654,257,4051790,1345,8061531,13,139004,1032,33865623,380,1584346.27,134,3102994,7,165666,153,1587386,340,15489103,340,6191114.71,443,32429126,484,19220568,338,4828034,240,1741680,264,877131.88,1309,24812501,1173,13494627,736,2412015,1313,13063380,380,2812958,935,-6970479,1316,-4157521,193,1433342,49,760173,96,1409680,692,1539710,29,675336,984,71749242,1012,72424578,977,40788192,35,218452,1014,30207882,1046,30426334,863,7089507.65,116,305263.13,970,386701.89,6347,2025133.91,5229,4641,2831009,474,126202.09,985,352892.05
3564,Taxable,QLD,4228,2480,2480,179641536,2479,40882448.05,2343,3447336.24,39,56876.4,2343,3500150.89,2480,43455286.19,94,390224.76,1980,128603403,1949,32702623.76,523,3634757,26,150057,48,307721,104,458016,40,407739,22,267990,23,628017,1401,1725270,166,87515,477,5812278,476,2377894,2480,188572532,897,2519166,297,548513,1421,447098,98,171012,1470,1965526,1789,5651315,62,34331,52,180665,39,198789,714,241983,1226,508675,2140,8837600,85,1761575,59,964332,393,3204205,13,565885,581,23994075,202,1871051.2,45,1224291,3,5731,31,275422,142,5282339,142,1967769.6,194,12218480,244,9379554,156,1594093,131,462897,125,149799.22,493,10299986,411,4728074,250,696184,491,5036980,198,2076949,296,-2238201,497,-161252,70,239192,28,294765,78,1375230,233,613623,8,273772,286,24207946,293,24481718,282,14987859,10,68564,292,9241618,300,9310182,264,1855448.82,32,75925.97,422,201742.5,1540,505928,1535,1398,977505,113,36016.09,399,176510.43
3565,Taxable,QLD,4230,146,146,10889643,146,2506220.67,135,204149.86,0,0,135,204149.86,146,2639764.91,3,19198.19,111,7893556,107,2034189.62,29,384971,1,6315,3,1747,3,17666,10,86485,2,35782,3,121614,81,231178,7,9673,21,280177,20,119680,146,11249994,50,120745,13,16702,76,19749,3,3326,89,93250,102,253772,3,3874,3,4858,2,1085,51,27842,86,30014,128,359217,5,116596,2,23781,29,196003,0,0,26,888748,7,1346.24,3,-533,2,51633,1,1070,11,427521,11,107856.2,18,970915,15,327468,11,70586,8,5392,7,7538.12,33,821355,25,292162,20,86446,33,387074,16,238193,17,-182520,33,55673,3,502,3,952,1,4000,15,33567,2,18040,17,2100749,18,2118789,18,1617333,2,-51633,17,557660,18,506027,15,130427.51,5,17527,21,9180.51,89,26843,99,94,69430,4,793.35,25,11278.03
3566,Taxable,QLD,4270,1896,1896,125137507,1895,26004770.22,1787,2380943.49,45,52430.1,1787,2433373.59,1896,27530306.79,74,265759.7,1634,104569862,1618,25737524.32,371,1693761,44,475246,44,293265,77,335824,35,257077,28,269715,21,692469,959,424542,95,47592,247,2322058,245,979691,1896,130975632,689,2058519,241,580017,1255,368961,72,110025,1177,1422842,1472,4540364,64,19244,17,17750,13,26981,555,142628,944,267904,1642,5827337,59,1191040,45,624988,291,1888282,16,219706,271,10139531,75,464825.79,26,656547,3,167422,34,228739,61,836658,61,209785.25,74,2200085,122,3330444,58,203610,46,114743,50,9666.3,294,5195973,268,2925023,136,304725,296,2362352,95,883944,202,-1280071,299,-396127,39,551226,10,31962,26,362544,158,445553,10,274420,173,16763124,180,17037544,179,12043816,11,58562,179,4601924,187,4660486,145,843635.32,31,58316.82,230,106325.97,1142,366907,994,903,598410,94,27581.4,195,76380.67
3567,Taxable,QLD,4271,551,551,36680611,551,7758444.85,519,695329.18,6,5917.69,519,701063.79,551,8194462.43,18,68619.33,457,29576808,449,7310230,104,691483,10,60377,6,99717,19,109111,23,172668,7,49610,11,645925,275,309058,33,59815,91,982015,91,410486,551,38640845,191,491385,59,86680,288,81259,19,25209,319,462968,394,1147501,16,5003,6,16589,9,43080,183,140354,317,109937,479,1960234,33,676312,12,167391,114,852839,0,0,88,2441275,34,202109.68,6,266692,0,0,7,102162,36,588760,36,142969.81,45,1630842,43,1885866,37,181764,29,44703,25,35044.41,91,1793523,74,871887,52,151316,91,926293,32,358171,58,-514144,91,-155973,14,20460,7,122344,18,408756,35,86315,2,17126,58,3945888,59,3963014,57,2245016,2,8224,59,1661614,60,1669838,52,315626.4,15,39655.38,63,27829.28,343,112918,322,286,203638,38,20803.9,74,31188.57
3568,Taxable,QLD,4272,2387,2387,162554628,2386,35402897.41,2164,2997924.64,43,51929.56,2164,3048844.06,2387,36830682.68,98,335055.13,1874,118065902,1838,29349068.38,399,1944722,35,348911,44,610026,114,568238,69,611347,36,573998,61,2266166,1405,1758138,167,257396,390,5579363,389,2304957,2387,170462065,772,2040473,274,421899,1172,313819,92,124881,1285,1710287,1592,4611359,47,22376,32,48196,46,146463,745,333414,1212,483629,1995,7832087,97,2132074,58,960518,392,3350373,24,426119,404,13512651,167,1169064.41,39,1383500,2,33532,49,443206,154,4848113,154,1674581.11,215,8866888,240,6175039,164,1790701,126,525536,112,106821.9,475,8759148,359,3256609,210,495780,476,4414390,209,2162150,268,-1569781,479,592369,67,326263,23,387146,75,1764365,163,395632,10,517626,301,23176468,307,23694094,298,14275446,12,177575,322,8921958,330,9099533,268,1820045.32,76,237674.46,324,123856.47,1484,495481.28,1426,1277,915503,120,47416.96,285,130326.93
3569,Taxable,QLD,4275,1473,1473,93909322,1473,19086728.86,1348,1717620.93,34,49193,1350,1766763.47,1473,20095684.66,65,235338.19,1244,76829986,1225,18520532,339,1423988,25,277084,37,422129,61,240039,25,258987,21,240170,25,794693,790,772327,76,22590,213,1553643,213,638573,1473,98668616,535,1513086,172,371046,942,299226,65,116045,874,1141705,1102,3441108,60,23106,17,123533,17,42913,449,117867,799,325536,1296,4744443,47,961980,50,920024,190,1469114,50,-770036,213,8660617,72,737079.29,26,423150,3,64063,25,185707,81,1319251,81,275672.77,95,3744268,105,3106211,67,508675,50,71081,47,12815.12,242,4468712,201,2110382,111,310120,241,2169277,96,793468,146,-914535,243,-121067,35,405724,14,415640,27,389194,111,256243,18,740688,154,10971703,166,11712391,166,8139174,21,-635323,158,3916090,172,3280767,124,737528.56,25,57572.85,182,79903.54,956,304095.96,725,654,430374,62,18730.62,127,48256.05
3570,Taxable,QLD,4280,7743,7743,492544384,7743,99163709.46,7310,9324294.96,163,218278.14,7312,9542004.47,7743,105188285.54,292,971014.17,7027,443916825,6982,105415269.85,1899,7197859,129,1165647,194,1703315,355,1618334,156,1245138,79,840147,67,1990202,3673,1576966,258,155384,785,4167089,784,1712053,7743,517053616,3020,8767851,1271,2717963,5690,1721490,310,421558,5297,6512914,6507,20141776,245,74538,69,131951,39,72333,2794,683250,4165,1098205,7048,24361525,243,5153221,189,2764420,1108,5747586,47,629688,822,25232546,280,1013627.26,84,2252429,10,519816,80,768454,205,3884103,205,1049210.78,261,8381288,339,8182219,194,1055150,176,721692,167,214608.28,960,13959099,899,9250804,545,1404776,971,7493496,207,1088715,765,-5278692,972,-4189977,130,781280,40,550662,73,824711,560,1327720,24,1529621,509,42429935,529,43959556,526,29295056,31,-500531,521,14462355,546,13961824,449,2840326.77,82,177385.04,662,289790.32,4956,1513263.52,3415,3098,1873537,301,87117.75,553,190459.22
3571,Taxable,QLD,4285,7958,7958,494175514,7958,98876420.9,7394,9253772.1,144,193726.29,7395,9447378.16,7958,104351968.68,267,940594.07,7095,426115893,7038,99175575.2,1829,5670554,129,1273974,211,2102997,531,2671223,178,1581948,82,968727,78,2319724,3869,2411810,361,283107,925,7827446,922,3290627,7958,518741795,2904,7563432,1148,2597582,5663,1686526,328,483150,5124,6312095,6503,18642785,296,119093,62,41654,56,132694,2799,740732,4293,1274904,7190,24228534,250,5413287,211,3683248,1143,7350333,228,1187711,987,31363730,326,2182684.9,93,2434826,26,1156081,98,894607,277,4772592,277,1150404.46,347,12254199,401,9103393,238,1319530,218,363745,214,217114.05,1024,15594569,904,8519490,558,1331776,1022,8325608,315,2484506,717,-5066811,1035,-2582305,140,781093,36,480417,132,2216870,505,1056585,51,4750807,568,52459480,615,57210287,610,40266437,59,194529,585,15820806,636,16015335,501,3246278.49,110,249628.29,798,348713.64,5310,1675052.01,3504,3113,2028697,314,94861.78,539,201718.06
3572,Taxable,QLD,4287,250,250,14796709,250,2900387.74,224,271378.19,3,2621.79,224,273999.98,250,2892312.73,3,5489.77,211,11718565,206,2686892,47,135400,1,31147,2,46703,19,88432,5,75337,5,119695,0,0,147,239276,21,10072,45,342179,45,142893,250,15526022,93,208615,26,65697,162,49310,7,9550,141,145023,190,478195,10,670,2,6286,0,0,90,21190,139,51846,223,729313,6,150681,5,58861,36,215631,34,109848,45,995368,16,12163.39,6,179462,7,128980,4,47542,13,60264,13,10036.81,21,287274,24,614226,17,251636,14,8659,16,94625.94,34,432542,21,172250,11,11861,34,237945,20,93044,14,-82558,34,10486,2,7860,4,38846,6,129971,14,31775,13,1114064,28,2674228,36,3788292,34,3009850,13,-69893,30,816521,38,746628,28,113198.72,5,17952,41,18548.73,177,58612.95,102,91,75652,6,4413,17,8677.96
3573,Taxable,QLD,4300,26103,26103,1680068708,26100,341594624.77,23827,30678347.05,392,495874.33,23830,31163290.77,26103,363429528.13,1529,5313133.18,24685,1585862682,24574,381356229.14,6419,17203486,441,4205163,737,5497180,1390,6816093,422,3545357,237,1803390,241,6728796,12494,4607803,764,439159,2305,10052131,2295,4100787,26103,1754727652,10207,25150552,4238,6506582,18449,5471603,1420,2545187,18037,20737667,22324,60411591,754,366148,228,426424,156,377883,9684,4754984,13281,3213706,23750,74220048,1169,24528769,768,11048581,4000,21333149,22,911421,1621,41987434,776,2840827.02,420,8328998,24,186259,238,1455252,683,6823234,683,1752532.07,828,15906911,905,14839005,594,5599202,477,1535527,478,862812.12,2968,44895946,2830,28407019,1860,5592674,3002,25552699,583,2852859,2422,-17509305,3011,-14656446,348,1236826,122,1947021,122,1465304,1594,3125050,68,2101602,1501,103458214,1563,105529261,1522,64547949,78,674047,1548,39630810,1618,40304857,1312,7714700.56,233,451333.92,1401,528751.01,16606,4949840.62,12326,10864,6588641,1159,340071.66,2224,732549.18
3574,Taxable,QLD,4301,11647,11647,643323488,11647,115262999.43,10391,11563272.07,115,139790.93,10391,11702942.2,11647,122839929.94,517,1715887.43,11163,618212455,11119,135478807.86,2800,5958121,180,1602144,309,1434150,1047,5145037,291,2585705,99,863636,91,2706532,4656,1285088,261,129974,700,2053088,697,854531,11647,674006194,4421,10430048,1787,3005117,8903,2783270,545,906995,8000,8807203,10151,25932633,289,127628,73,69704,45,139346,4431,1969034,6100,1220010,10660,30632409,374,8160729,156,2312192,1318,6601942,9,82059,478,8367220,234,424123.01,229,4009279,7,64077,99,725633,187,3218507,187,985524.43,237,6750845,240,4319906,173,338198,152,69292,149,23345.26,691,9813634,643,5783549,338,928576,700,5852185,162,794907,539,-3545583,701,-2750676,127,544516,38,238167,31,398544,490,748373,27,604868,578,34838709,602,35443577,590,22263685,29,287927,589,12339786,614,12627713,498,2128318.55,117,218817.55,513,155929,8717,2677875.61,3528,3144,1842262,311,115459.39,366,111145.16
3575,Taxable,QLD,4303,1164,1164,61029180,1164,10394202.72,1044,1087076.05,13,13982.57,1044,1101058.62,1164,11017916.45,38,117776.25,1105,58210498,1102,12422438,279,585790,22,138544,31,221028,148,773746,42,423616,14,47912,14,484415,433,192280,33,31902,81,329759,81,141275,1164,63799565,335,750282,142,246834,853,259497,41,65131,777,811469,987,2133213,35,18599,10,8615,7,39267,480,301448,602,130273,1052,2770365,31,651627,22,316578,132,627666,0,0,50,618011,31,42127.53,20,483002,0,0,5,41073,26,81380,26,16865.39,28,213660,18,183442,21,25814,20,22270,18,2168.19,84,1295825,76,758350,39,56338,86,800071,18,90571,68,-409505,86,-318934,15,24279,5,452,3,74658,49,64257,4,55354,52,3206236,56,3261590,51,2217704,4,31177,52,982109,56,1013286,49,128996.05,15,24405.69,46,12898.99,929,288651.29,319,278,160118,42,13111.71,34,8534.53
3576,Taxable,QLD,4304,6457,6457,373761582,6457,69927237.8,5932,6842531.88,89,101531,5932,6944034.52,6457,74117597.75,376,1384049.11,6097,350123615,6071,79080601.23,1480,3112773,94,1119758,166,800857,539,2777296,147,1423258,86,676579,94,2662007,2852,1411489,239,255858,653,3073703,649,1292267,6457,390451354,2188,4938940,883,1483529,4675,1338495,255,511265,4350,4300677,5486,12572906,176,57233,47,304353,45,867878,2351,1013063,3295,769744,5890,16606453,272,5968465,94,1629205,974,5582533,14,6875,356,6149548,185,215993.71,108,2061686,5,116960,57,617883,168,2114896,168,474773.7,203,4526936,244,5048097,139,516444,122,315203,120,61411.3,560,8347697,494,4647348,281,551411,567,5104523,162,850235,405,-2805820,567,-1955585,80,385107,28,274271,27,438578,374,572869,12,393672,341,24476886,351,24870558,355,16117077,13,8861,357,8283878,367,8292739,286,1588927.91,108,193019.78,311,108790.78,4622,1404118.05,2671,2377,1532776,275,100179.31,329,112887.41
